Time,time(h),time(min),umol/L,o2sat,light
23-07-2013 15:11:40,1.15296,34.8867,738.139,368.89,l
23-07-2013 15:11:45,1.15435,34.9701,746.193,372.91,l
23-07-2013 15:11:50,1.15574,35.0535,753.745,376.68,l
23-07-2013 15:11:55,1.15713,35.1369,759.952,379.79,l
23-07-2013 15:12:00,1.15853,35.2209,766.283,382.95,l
23-07-2013 15:12:05,1.15992,35.3043,772.561,386.09,l
23-07-2013 15:12:10,1.16131,35.3877,777.548,388.58,l
23-07-2013 15:12:15,1.1627,35.4711,782.203,390.91,l
23-07-2013 15:12:20,1.16409,35.5545,787.42,393.51,l
23-07-2013 15:12:25,1.16548,35.6379,794.263,396.93,l
23-07-2013 15:12:30,1.16687,35.7213,800.356,399.98,l
23-07-2013 15:12:35,1.16826,35.8047,805.563,402.58,l
23-07-2013 15:12:40,1.16965,35.8881,810.44,405.02,l
23-07-2013 15:12:45,1.17104,35.9715,814.251,406.92,l
23-07-2013 15:12:50,1.17244,36.0555,817.846,408.72,l
23-07-2013 15:12:55,1.17383,36.1389,820.45,410.02,l
23-07-2013 15:13:00,1.17522,36.2223,823.584,411.59,l
23-07-2013 15:13:05,1.17661,36.3057,826.061,412.82,l
23-07-2013 15:13:10,1.178,36.3891,828.695,414.14,l
23-07-2013 15:13:15,1.17939,36.4725,831.636,415.61,l
23-07-2013 15:13:20,1.18078,36.5559,834.85,417.22,l
23-07-2013 15:13:25,1.18217,36.6393,839.115,419.35,l
23-07-2013 15:13:30,1.18356,36.7227,843.846,421.71,l
23-07-2013 15:13:35,1.18496,36.8067,849.77,424.67,l
23-07-2013 15:13:40,1.18635,36.8901,856.752,428.16,l
23-07-2013 15:13:45,1.18774,36.9735,863.638,431.60,l
23-07-2013 15:13:50,1.18913,37.0569,869.619,434.59,l
23-07-2013 15:13:55,1.19052,37.1403,874.74,437.15,l
23-07-2013 15:14:00,1.19191,37.2237,879.662,439.61,l
23-07-2013 15:14:05,1.1933,37.3071,883.377,441.47,l
23-07-2013 15:14:10,1.19469,37.3905,886.06,442.81,l
23-07-2013 15:14:15,1.19608,37.4739,888.345,443.95,l
23-07-2013 15:14:20,1.19747,37.5573,890.019,444.79,l
23-07-2013 15:14:25,1.19887,37.6413,876.931,438.25,l
23-07-2013 15:14:30,1.20026,37.7247,859.048,429.31,l
23-07-2013 15:14:35,1.20165,37.8081,846.488,423.03,l
23-07-2013 15:14:40,1.20304,37.8915,823.011,411.30,l
23-07-2013 15:14:45,1.20443,37.9749,807.045,403.32,l
23-07-2013 15:14:50,1.20582,38.0583,797.899,398.75,l
23-07-2013 15:14:55,1.20721,38.1417,792.803,396.20,l
23-07-2013 15:15:00,1.2086,38.2251,792.809,396.21,l
23-07-2013 15:15:05,1.20999,38.3085,797.168,398.38,l
23-07-2013 15:15:10,1.21138,38.3919,802.466,401.03,l
23-07-2013 15:15:15,1.21278,38.4759,807.668,403.63,l
23-07-2013 15:15:20,1.21417,38.5593,812.658,406.13,l
23-07-2013 15:15:25,1.21556,38.6427,817.021,408.31,l
23-07-2013 15:15:30,1.21695,38.7261,819.934,409.76,l
23-07-2013 15:15:35,1.21834,38.8095,821.694,410.64,l
23-07-2013 15:15:40,1.21973,38.8929,823.827,411.71,l
23-07-2013 15:15:45,1.22112,38.9763,826.985,413.29,l
23-07-2013 15:15:50,1.22251,39.0597,830.898,415.24,l
23-07-2013 15:15:55,1.2239,39.1431,834.836,417.21,l
23-07-2013 15:16:00,1.2253,39.2271,837.48,418.53,l
23-07-2013 15:16:05,1.22669,39.3105,839.067,419.32,l
23-07-2013 15:16:10,1.22808,39.3939,836.823,418.20,l
23-07-2013 15:16:15,1.22947,39.4773,828.965,414.28,l
23-07-2013 15:16:20,1.23086,39.5607,817.115,408.35,l
23-07-2013 15:16:25,1.23225,39.6441,804.958,402.28,l
23-07-2013 15:16:30,1.23364,39.7275,791.646,395.63,l
23-07-2013 15:16:35,1.23503,39.8109,778.026,388.82,l
23-07-2013 15:16:40,1.23642,39.8943,768.62,384.12,l
23-07-2013 15:16:45,1.23782,39.9783,761.973,380.80,l
23-07-2013 15:16:50,1.2392,40.0611,761.784,380.70,l
23-07-2013 15:16:55,1.2406,40.1451,766.171,382.89,l
23-07-2013 15:17:00,1.24199,40.2285,771.23,385.42,l
23-07-2013 15:17:05,1.24338,40.3119,778.538,389.07,d
23-07-2013 15:17:10,1.24477,40.3953,785.205,392.41,d
23-07-2013 15:17:15,1.24616,40.4787,784.649,392.13,d
23-07-2013 15:17:20,1.24755,40.5621,776.885,388.25,d
23-07-2013 15:17:25,1.24894,40.6455,767.637,383.63,d
23-07-2013 15:17:30,1.25033,40.7289,757.061,378.34,d
23-07-2013 15:17:35,1.25172,40.8123,744.882,372.25,d
23-07-2013 15:17:40,1.25311,40.8957,729.4,364.52,d
23-07-2013 15:17:46,1.25451,40.9797,707.945,353.80,d
23-07-2013 15:17:51,1.2559,41.0631,682.997,341.33,d
23-07-2013 15:17:56,1.25729,41.1465,658.971,329.32,d
23-07-2013 15:18:01,1.25868,41.2299,639.118,319.40,d
23-07-2013 15:18:06,1.26007,41.3133,621.52,310.60,d
23-07-2013 15:18:11,1.26146,41.3967,603.458,301.58,d
23-07-2013 15:18:16,1.26285,41.4801,584.501,292.10,d
23-07-2013 15:18:21,1.26424,41.5635,567.607,283.66,d
23-07-2013 15:18:26,1.26563,41.6469,552.423,276.07,d
23-07-2013 15:18:31,1.26702,41.7303,540.018,269.87,d
23-07-2013 15:18:36,1.26842,41.8143,528.932,264.33,d
23-07-2013 15:18:41,1.26981,41.8977,515.955,257.85,d
23-07-2013 15:18:46,1.2712,41.9811,502.429,251.09,d
23-07-2013 15:18:51,1.27259,42.0645,489.593,244.67,d
23-07-2013 15:18:56,1.27398,42.1479,478.269,239.01,d
23-07-2013 15:19:01,1.27537,42.2313,467.95,233.86,d
23-07-2013 15:19:06,1.27676,42.3147,457.898,228.83,d
23-07-2013 15:19:11,1.27815,42.3981,448.737,224.26,d
23-07-2013 15:19:16,1.27954,42.4815,439.788,219.78,d
23-07-2013 15:19:21,1.28093,42.5649,431.395,215.59,d
23-07-2013 15:19:26,1.28233,42.6489,423.949,211.87,d
23-07-2013 15:19:31,1.28372,42.7323,416.039,207.92,d
23-07-2013 15:19:36,1.28511,42.8157,407.803,203.80,d
23-07-2013 15:19:41,1.2865,42.8991,399.713,199.76,d
23-07-2013 15:19:46,1.28789,42.9825,391.7,195.75,d
23-07-2013 15:19:51,1.28929,43.0665,383.919,191.86,d
23-07-2013 15:19:56,1.29068,43.1499,377.563,188.69,d
23-07-2013 15:20:01,1.29207,43.2333,371.265,185.54,d
23-07-2013 15:20:06,1.29346,43.3167,364.018,181.92,d
23-07-2013 15:20:11,1.29485,43.4001,358.266,179.04,d
23-07-2013 15:20:16,1.29624,43.4835,353.559,176.69,d
23-07-2013 15:20:21,1.29763,43.5669,349.489,174.66,d
23-07-2013 15:20:26,1.29902,43.6503,344.831,172.33,d
23-07-2013 15:20:31,1.30041,43.7337,339.835,169.83,d
23-07-2013 15:20:36,1.3018,43.8171,335.344,167.59,d
23-07-2013 15:20:41,1.30319,43.9005,331.758,165.80,d
23-07-2013 15:20:46,1.30459,43.9845,327.823,163.83,d
23-07-2013 15:20:51,1.30598,44.0679,324.189,162.01,d
23-07-2013 15:20:56,1.30737,44.1513,320.176,160.01,d
23-07-2013 15:21:01,1.30876,44.2347,315.508,157.68,d
23-07-2013 15:21:06,1.31015,44.3181,311.363,155.60,d
23-07-2013 15:21:11,1.31154,44.4015,308.407,154.13,d
23-07-2013 15:21:16,1.31293,44.4849,305.044,152.45,d
23-07-2013 15:21:21,1.31432,44.5683,299.795,149.82,d
23-07-2013 15:21:26,1.31572,44.6523,294.34,147.10,d
23-07-2013 15:21:31,1.31711,44.7357,289.087,144.47,d
23-07-2013 15:21:36,1.3185,44.8191,283.823,141.84,d
23-07-2013 15:21:41,1.31989,44.9025,278.288,139.07,d
23-07-2013 15:21:46,1.32128,44.9859,270.411,135.14,d
23-07-2013 15:21:51,1.32267,45.0693,261.866,130.87,d
23-07-2013 15:21:56,1.32406,45.1527,256.495,128.18,d
23-07-2013 15:22:01,1.32545,45.2361,252.933,126.40,d
23-07-2013 15:22:06,1.32684,45.3195,251.088,125.48,d
23-07-2013 15:22:11,1.32823,45.4029,249.416,124.65,d
23-07-2013 15:22:16,1.32963,45.4869,247.966,123.92,d
23-07-2013 15:22:21,1.33102,45.5703,247.36,123.62,d
23-07-2013 15:22:26,1.33241,45.6537,246.428,123.15,d
23-07-2013 15:22:31,1.3338,45.7371,244.999,122.44,d
23-07-2013 15:22:36,1.33519,45.8205,243.21,121.54,d
23-07-2013 15:22:41,1.33658,45.9039,241.541,120.71,d
23-07-2013 15:22:46,1.33797,45.9873,240.784,120.33,d
23-07-2013 15:22:51,1.33936,46.0707,241.227,120.55,d
23-07-2013 15:22:56,1.34075,46.1541,241.567,120.72,d
23-07-2013 15:23:01,1.34214,46.2375,237.39,118.64,d
23-07-2013 15:23:06,1.34354,46.3215,233.153,116.52,d
23-07-2013 15:23:11,1.34493,46.4049,232.623,116.25,d
23-07-2013 15:23:16,1.34632,46.4883,232.321,116.10,d
23-07-2013 15:23:21,1.34771,46.5717,227.112,113.50,d
23-07-2013 15:23:26,1.3491,46.6551,218.909,109.40,d
23-07-2013 15:23:31,1.35049,46.7385,210.894,105.39,d
23-07-2013 15:23:36,1.35188,46.8219,201.601,100.75,d
23-07-2013 15:23:41,1.35327,46.9053,195.682,97.79,d
23-07-2013 15:23:46,1.35466,46.9887,194.536,97.22,d
23-07-2013 15:23:51,1.35605,47.0721,193.942,96.92,d
23-07-2013 15:23:56,1.35744,47.1555,191.623,95.76,d
23-07-2013 15:24:01,1.35884,47.2395,188.716,94.31,d
23-07-2013 15:24:06,1.36023,47.3229,186.084,93.00,d
23-07-2013 15:24:11,1.36162,47.4063,183.638,91.77,d
23-07-2013 15:24:16,1.36301,47.4897,180.824,90.37,d
23-07-2013 15:24:21,1.3644,47.5731,175.965,87.94,d
23-07-2013 15:24:26,1.36579,47.6565,145.596,72.76,d
23-07-2013 15:24:31,1.36718,47.7399,82.3556,41.16,d
23-07-2013 15:24:36,1.36857,47.8233,51.0182,25.50,d
23-07-2013 15:24:41,1.36996,47.9067,59.8552,29.91,d
23-07-2013 15:24:46,1.37136,47.9907,44.9375,22.46,d
23-07-2013 15:24:51,1.37275,48.0741,16.8848,8.44,d
23-07-2013 15:24:56,1.37414,48.1575,6.68048,3.34,d
23-07-2013 15:25:01,1.37553,48.2409,7.98206,3.99,d
23-07-2013 15:25:06,1.37692,48.3243,10.988,5.49,d
23-07-2013 15:25:11,1.37831,48.4077,12.3262,6.16,d
23-07-2013 15:25:16,1.3797,48.4911,13.5923,6.79,d
23-07-2013 15:25:21,1.38109,48.5745,14.1605,7.08,d
23-07-2013 15:25:26,1.38248,48.6579,13.8596,6.93,d
23-07-2013 15:25:31,1.38387,48.7413,13.4752,6.73,d
23-07-2013 15:25:36,1.38526,48.8247,13.9471,6.97,d
23-07-2013 15:25:41,1.38666,48.9087,16.6702,8.33,d
23-07-2013 15:25:46,1.38805,48.9921,22.1867,11.09,d
23-07-2013 15:25:51,1.38944,49.0755,26.9979,13.49,d
23-07-2013 15:25:56,1.39083,49.1589,31.492,15.74,d
23-07-2013 15:26:01,1.39222,49.2423,38.5585,19.27,d
23-07-2013 15:26:06,1.39361,49.3257,46.0161,23.00,d
23-07-2013 15:26:11,1.395,49.4091,52.1801,26.08,d
23-07-2013 15:26:16,1.39639,49.4925,57.137,28.55,d
23-07-2013 15:26:21,1.39778,49.5759,60.9496,30.46,d
23-07-2013 15:26:26,1.39917,49.6593,65.1727,32.57,d
23-07-2013 15:26:31,1.40057,49.7433,69.3299,34.65,d
23-07-2013 15:26:36,1.40196,49.8267,72.7903,36.38,d
23-07-2013 15:26:41,1.40335,49.9101,75.5586,37.76,d
23-07-2013 15:26:46,1.40474,49.9935,78.1189,39.04,d
23-07-2013 15:26:51,1.40613,50.0769,80.9509,40.46,d
23-07-2013 15:26:56,1.40752,50.1603,83.0218,41.49,d
23-07-2013 15:27:01,1.40891,50.2437,84.1243,42.04,d
23-07-2013 15:27:06,1.4103,50.3271,84.6584,42.31,d
23-07-2013 15:27:11,1.41169,50.4105,84.5441,42.25,d
23-07-2013 15:27:16,1.41309,50.4945,83.8078,41.88,d
23-07-2013 15:27:21,1.41448,50.5779,82.326,41.14,d
23-07-2013 15:27:26,1.41587,50.6613,79.7997,39.88,d
23-07-2013 15:27:31,1.41726,50.7447,76.0878,38.02,d
23-07-2013 15:27:36,1.41865,50.8281,72.2176,36.09,d
23-07-2013 15:27:41,1.42004,50.9115,68.8311,34.40,d
23-07-2013 15:27:46,1.42143,50.9949,66.3394,33.15,d
23-07-2013 15:27:51,1.42282,51.0783,64.5148,32.24,d
23-07-2013 15:27:56,1.42421,51.1617,64.2798,32.12,d
23-07-2013 15:28:01,1.4256,51.2451,65.696,32.83,d
23-07-2013 15:28:06,1.42699,51.3285,67.2738,33.62,d
23-07-2013 15:28:11,1.42839,51.4125,68.0102,33.99,d
23-07-2013 15:28:16,1.42978,51.4959,68.0864,34.03,d
23-07-2013 15:28:21,1.43117,51.5793,67.4492,33.71,d
23-07-2013 15:28:26,1.43256,51.6627,65.553,32.76,d
23-07-2013 15:28:32,1.43395,51.7461,63.6996,31.83,d
23-07-2013 15:28:37,1.43534,51.8295,62.0716,31.02,d
23-07-2013 15:28:42,1.43673,51.9129,61.1681,30.57,d
23-07-2013 15:28:47,1.43812,51.9963,60.6617,30.32,d
23-07-2013 15:28:52,1.43951,52.0797,59.5309,29.75,d
23-07-2013 15:28:57,1.44091,52.1637,58.176,29.07,l
23-07-2013 15:29:02,1.4423,52.2471,57.1472,28.56,l
23-07-2013 15:29:07,1.44369,52.3305,56.1677,28.07,l
23-07-2013 15:29:12,1.44508,52.4139,55.9327,27.95,l
23-07-2013 15:29:17,1.44647,52.4973,55.9386,27.96,l
23-07-2013 15:29:22,1.44786,52.5807,56.0279,28.00,l
23-07-2013 15:29:27,1.44925,52.6641,55.9735,27.97,l
23-07-2013 15:29:32,1.45064,52.7475,55.5918,27.78,l
23-07-2013 15:29:37,1.45203,52.8309,54.3691,27.17,l
23-07-2013 15:29:42,1.45342,52.9143,52.0503,26.01,l
23-07-2013 15:29:47,1.45482,52.9983,50.3419,25.16,l
23-07-2013 15:29:52,1.45621,53.0817,49.214,24.59,l
23-07-2013 15:29:57,1.4576,53.1651,48.4438,24.21,l
23-07-2013 15:30:02,1.45899,53.2485,49.305,24.64,l
23-07-2013 15:30:07,1.46038,53.3319,52.2387,26.11,l
23-07-2013 15:30:12,1.46177,53.4153,57.0931,28.53,l
23-07-2013 15:30:17,1.46316,53.4987,63.4764,31.72,l
23-07-2013 15:30:22,1.46455,53.5821,70.5697,35.27,l
23-07-2013 15:30:27,1.46594,53.6655,77.6992,38.83,l
23-07-2013 15:30:32,1.46733,53.7489,84.9926,42.48,l
23-07-2013 15:30:37,1.46873,53.8329,92.0604,46.01,l
23-07-2013 15:30:42,1.47012,53.9163,98.8558,49.40,l
23-07-2013 15:30:47,1.47151,53.9997,105.95,52.95,l
23-07-2013 15:30:52,1.4729,54.0831,113.742,56.84,l
23-07-2013 15:30:57,1.47429,54.1665,122.105,61.02,l
23-07-2013 15:31:02,1.47568,54.2499,130.891,65.41,l
23-07-2013 15:31:07,1.47707,54.3333,139.827,69.88,l
23-07-2013 15:31:12,1.47846,54.4167,148.87,74.40,l
23-07-2013 15:31:17,1.47985,54.5001,157.889,78.91,l
23-07-2013 15:31:22,1.48124,54.5835,167.267,83.59,l
23-07-2013 15:31:27,1.48264,54.6675,177.096,88.50,l
23-07-2013 15:31:32,1.48403,54.7509,187.281,93.59,l
23-07-2013 15:31:37,1.48542,54.8343,197.423,98.66,l
23-07-2013 15:31:42,1.48681,54.9177,207.572,103.73,l
23-07-2013 15:31:47,1.4882,55.0011,217.661,108.78,l
