time,gvc,water,water2,light,species
0,8.2011,8.2,8.2,D,DAXI
0.0834,8.19943,8.2,8.2,D,DAXI
0.1668,8.20973,8.2,8.2,D,DAXI
0.2502,8.21014,8.2,8.2,D,DAXI
0.3336,8.22313,8.2,8.2,D,DAXI
0.417,8.22215,8.2,8.2,D,DAXI
0.5004,8.21523,8.2,8.2,D,DAXI
0.5832,8.22077,8.2,8.2,D,DAXI
0.6666,8.22693,8.2,8.2,D,DAXI
0.75,8.23188,8.2,8.2,D,DAXI
0.8334,8.22964,8.2,8.2,D,DAXI
0.9168,8.2399,8.2,8.2,D,DAXI
1.0002,8.24778,8.2,8.2,D,DAXI
1.0836,8.24591,8.2,8.2,D,DAXI
1.167,8.24225,8.2,8.2,D,DAXI
1.2504,8.24264,8.2,8.2,D,DAXI
1.3332,8.24711,8.2,8.2,D,DAXI
1.4166,8.25087,8.2,8.2,D,DAXI
1.5,8.26085,8.2,8.2,D,DAXI
1.5834,8.26601,8.2,8.2,D,DAXI
1.6668,8.25955,8.2,8.2,D,DAXI
1.7502,8.25649,8.2,8.2,D,DAXI
1.8336,8.25984,8.2,8.2,D,DAXI
1.917,8.26276,8.2,8.2,D,DAXI
2.0004,8.26561,8.2,8.2,D,DAXI
2.0832,8.26964,8.2,8.2,D,DAXI
2.1666,8.2767,8.2,8.2,D,DAXI
2.25,8.28242,8.2,8.2,D,DAXI
2.3334,8.28658,8.2,8.2,D,DAXI
2.4168,8.29196,8.2,8.2,D,DAXI
2.5002,8.29267,8.2,8.2,D,DAXI
2.5836,8.30104,8.2,8.2,D,DAXI
2.667,8.30453,8.2,8.2,D,DAXI
2.7504,8.30264,8.2,8.2,D,DAXI
2.8332,8.29904,8.2,8.2,D,DAXI
2.9166,8.29463,8.2,8.2,D,DAXI
3,8.296,8.2,8.2,D,DAXI
3.0834,8.28843,8.2,8.2,D,DAXI
3.1668,8.27727,8.2,8.2,D,DAXI
3.2502,8.2739,8.2,8.2,D,DAXI
3.3336,8.26655,8.2,8.2,D,DAXI
3.417,8.25677,8.2,8.2,D,DAXI
3.5004,8.2456,8.2,8.2,D,DAXI
3.5832,8.22602,8.2,8.2,D,DAXI
3.6666,8.21112,8.2,8.2,D,DAXI
3.75,8.19908,8.2,8.2,D,DAXI
3.8334,8.18593,8.2,8.2,D,DAXI
3.9168,8.17516,8.2,8.2,D,DAXI
4.0002,8.1653,8.2,8.2,D,DAXI
4.0836,8.15758,8.2,8.2,D,DAXI
4.167,8.15122,8.2,8.2,D,DAXI
4.2504,8.14755,8.2,8.2,D,DAXI
4.3332,8.14338,8.2,8.2,D,DAXI
4.4166,8.13833,8.2,8.2,D,DAXI
4.5,8.12631,8.2,8.2,D,DAXI
4.5834,8.10255,8.2,8.2,D,DAXI
4.6668,8.08487,8.2,8.2,D,DAXI
4.7502,8.06936,8.2,8.2,D,DAXI
4.8336,8.05857,8.2,8.2,D,DAXI
4.917,8.05225,8.2,8.2,D,DAXI
5.0004,8.04679,8.2,8.2,D,DAXI
5.0832,8.0381,8.2,8.2,D,DAXI
5.1666,8.03454,8.2,8.2,D,DAXI
5.25,8.02607,8.2,8.2,D,DAXI
5.3334,8.01802,8.2,8.2,D,DAXI
5.4168,8.01163,8.2,8.2,D,DAXI
5.5002,8.00681,8.2,8.2,D,DAXI
5.5836,8.00086,8.2,8.2,D,DAXI
5.667,7.99196,8.2,8.2,D,DAXI
5.7504,7.9876,8.2,8.2,D,DAXI
5.8332,7.98144,8.2,8.2,D,DAXI
5.9166,7.97808,8.2,8.2,D,DAXI
6,7.9751,8.2,8.2,D,DAXI
6.0834,7.9765,8.2,8.2,D,DAXI
6.1668,7.9812,8.2,8.2,D,DAXI
6.2502,7.9712,8.2,8.2,D,DAXI
6.3336,7.965,8.2,8.2,D,DAXI
6.417,7.95903,8.2,8.2,D,DAXI
6.5004,7.95661,8.2,8.2,D,DAXI
6.5832,7.95353,8.2,8.2,D,DAXI
6.6666,7.95135,8.2,8.2,D,DAXI
6.75,7.94822,8.2,8.2,D,DAXI
6.8334,7.94531,8.2,8.2,D,DAXI
6.9168,7.94236,8.2,8.2,D,DAXI
7.0002,7.94179,8.2,8.2,D,DAXI
7.0836,7.94149,8.2,8.2,D,DAXI
7.167,7.94103,8.2,8.2,D,DAXI
7.2504,7.94367,8.2,8.2,D,DAXI
7.3332,7.94496,8.2,8.2,D,DAXI
7.4166,7.94549,8.2,8.2,D,DAXI
7.5,7.94173,8.2,8.2,D,DAXI
7.5834,7.94105,8.2,8.2,D,DAXI
7.6668,7.93645,8.2,8.2,D,DAXI
7.7502,7.93481,8.2,8.2,D,DAXI
7.8336,7.92879,8.2,8.2,D,DAXI
7.917,7.92414,8.2,8.2,D,DAXI
8.0004,7.9246,8.2,8.2,D,DAXI
8.0832,7.92094,8.2,8.2,D,DAXI
8.1666,7.91284,8.2,8.2,D,DAXI
8.25,7.90892,8.2,8.2,D,DAXI
8.3334,7.91134,8.2,8.2,D,DAXI
8.4168,7.91413,8.2,8.2,D,DAXI
8.5002,7.91471,8.2,8.2,D,DAXI
8.5836,7.91533,8.2,8.2,D,DAXI
8.667,7.91479,8.2,8.2,D,DAXI
8.7504,7.91028,8.2,8.2,D,DAXI
8.8332,7.90702,8.2,8.2,D,DAXI
8.9166,7.90609,8.2,8.2,D,DAXI
9,7.90265,8.2,8.2,D,DAXI
9.0834,7.89747,8.2,8.2,D,DAXI
9.1668,7.89269,8.2,8.2,D,DAXI
9.2502,7.88974,8.2,8.2,D,DAXI
9.3336,7.88407,8.2,8.2,D,DAXI
9.417,7.87817,8.2,8.2,D,DAXI
9.5004,7.87399,8.2,8.2,D,DAXI
9.5832,7.87015,8.2,8.2,D,DAXI
9.6666,7.86664,8.2,8.2,D,DAXI
9.75,7.86125,8.2,8.2,D,DAXI
9.8334,7.85619,8.2,8.2,D,DAXI
9.9168,7.85175,8.2,8.2,D,DAXI
10.0002,7.84492,8.2,8.2,D,DAXI
10.0836,7.84172,8.2,8.2,D,DAXI
10.167,7.83356,8.2,8.2,D,DAXI
10.2504,7.82788,8.2,8.2,D,DAXI
10.3332,7.82331,8.2,8.2,D,DAXI
10.4166,7.81911,8.2,8.2,D,DAXI
10.5,7.81006,8.2,8.2,D,DAXI
10.5834,7.80103,8.2,8.2,D,DAXI
10.6668,7.79195,8.2,8.2,D,DAXI
10.7502,7.78476,8.2,8.2,D,DAXI
10.8336,7.77849,8.2,8.2,D,DAXI
10.917,7.77025,8.2,8.2,D,DAXI
11.0004,7.7627,8.2,8.2,D,DAXI
11.0832,7.75177,8.2,8.2,D,DAXI
11.1666,7.73426,8.2,8.2,D,DAXI
11.25,7.72359,8.2,8.2,D,DAXI
11.3334,7.7132,8.2,8.2,D,DAXI
11.4168,7.70371,8.2,8.2,D,DAXI
11.5002,7.69781,8.2,8.2,D,DAXI
11.5836,7.69002,8.2,8.2,D,DAXI
11.667,7.68096,8.2,8.2,D,DAXI
11.7504,7.67222,8.2,8.2,D,DAXI
11.8332,7.65906,8.2,8.2,D,DAXI
11.9166,7.65095,8.2,8.2,D,DAXI
12,7.63807,8.2,8.2,D,DAXI
12.0834,7.62483,8.2,8.2,D,DAXI
12.1668,7.61676,8.2,8.2,D,DAXI
12.2502,7.608,8.2,8.2,D,DAXI
12.3336,7.60383,8.2,8.2,D,DAXI
12.417,7.59757,8.2,8.2,D,DAXI
12.5004,7.59366,8.2,8.2,D,DAXI
12.5832,7.5897,8.2,8.2,D,DAXI
12.6666,7.5865,8.2,8.2,D,DAXI
12.75,7.57596,8.2,8.2,D,DAXI
12.8334,7.56877,8.2,8.2,D,DAXI
12.9168,7.56392,8.2,8.2,D,DAXI
13.0002,7.55438,8.2,8.2,D,DAXI
13.0836,7.5483,8.2,8.2,D,DAXI
13.167,7.54209,8.2,8.2,D,DAXI
13.2504,7.53695,8.2,8.2,D,DAXI
13.3332,7.53376,8.2,8.2,D,DAXI
13.4166,7.5282,8.2,8.2,D,DAXI
13.5,7.52404,8.2,8.2,D,DAXI
13.5834,7.51972,8.2,8.2,D,DAXI
13.6668,7.51992,8.2,8.2,D,DAXI
13.7502,7.52249,8.2,8.2,D,DAXI
13.8336,7.52701,8.2,8.2,D,DAXI
13.917,7.52693,8.2,8.2,D,DAXI
14.0004,7.52588,8.2,8.2,D,DAXI
14.0832,7.52726,8.2,8.2,D,DAXI
14.1666,7.52809,8.2,8.2,D,DAXI
14.25,7.52869,8.2,8.2,D,DAXI
14.3334,7.52773,8.2,8.2,D,DAXI
14.4168,7.52277,8.2,8.2,D,DAXI
14.5002,7.52463,8.2,8.2,D,DAXI
14.5836,7.52784,8.2,8.2,D,DAXI
14.667,7.52924,8.2,8.2,D,DAXI
14.7504,7.53235,8.2,8.2,D,DAXI
14.8332,7.53093,8.2,8.2,D,DAXI
14.9166,7.53085,8.2,8.2,D,DAXI
15,7.53251,8.2,8.2,D,DAXI
15.0834,7.5345,8.2,8.2,D,DAXI
15.1668,7.53154,8.2,8.2,D,DAXI
15.2502,7.53654,8.2,8.2,D,DAXI
15.3336,7.5388,8.2,8.2,D,DAXI
15.417,7.53808,8.2,8.2,D,DAXI
15.5004,7.53626,8.2,8.2,D,DAXI
15.5832,7.54141,8.2,8.2,D,DAXI
15.6666,7.5491,8.2,8.2,D,DAXI
15.75,7.55258,8.2,8.2,D,DAXI
15.8334,7.55958,8.2,8.2,D,DAXI
15.9168,7.56444,8.2,8.2,D,DAXI
16.0002,7.56989,8.2,8.2,D,DAXI
16.0836,7.57496,8.2,8.2,D,DAXI
16.167,7.576,8.2,8.2,D,DAXI
16.2504,7.57913,8.2,8.2,D,DAXI
16.3332,7.58094,8.2,8.2,D,DAXI
16.4166,7.58677,8.2,8.2,D,DAXI
16.5,7.59483,8.2,8.2,D,DAXI
16.5834,7.6007,8.2,8.2,D,DAXI
16.6668,7.60265,8.2,8.2,D,DAXI
16.7502,7.60151,8.2,8.2,D,DAXI
16.8336,7.59931,8.2,8.2,D,DAXI
16.917,7.5955,8.2,8.2,D,DAXI
17.0004,7.59049,8.2,8.2,D,DAXI
17.0832,7.58505,8.2,8.2,D,DAXI
17.1666,7.57803,8.2,8.2,D,DAXI
17.25,7.56855,8.2,8.2,D,DAXI
17.3334,7.55976,8.2,8.2,D,DAXI
17.4168,7.55924,8.2,8.2,D,DAXI
17.5002,7.55923,8.2,8.2,D,DAXI
17.5836,7.56119,8.2,8.2,D,DAXI
17.667,7.5607,8.2,8.2,D,DAXI
17.7504,7.56354,8.2,8.2,D,DAXI
17.8332,7.56067,8.2,8.2,D,DAXI
17.9166,7.56078,8.2,8.2,D,DAXI
18,7.56238,8.2,8.2,D,DAXI
18.0834,7.56192,8.2,8.2,D,DAXI
18.1668,7.56106,8.2,8.2,D,DAXI
18.2502,7.56136,8.2,8.2,D,DAXI
18.3336,7.56256,8.2,8.2,D,DAXI
18.417,7.56722,8.2,8.2,D,DAXI
18.5004,7.57334,8.2,8.2,D,DAXI
18.5832,7.5782,8.2,8.2,D,DAXI
18.6666,7.58228,8.2,8.2,D,DAXI
18.75,7.59139,8.2,8.2,D,DAXI
18.8334,7.59806,8.2,8.2,D,DAXI
18.9168,7.602,8.2,8.2,D,DAXI
19.0002,7.6045,8.2,8.2,D,DAXI
19.0836,7.60513,8.2,8.2,D,DAXI
19.167,7.60508,8.2,8.2,D,DAXI
19.2504,7.60415,8.2,8.2,D,DAXI
19.3332,7.6028,8.2,8.2,D,DAXI
19.4166,7.60209,8.2,8.2,D,DAXI
19.5,7.60415,8.2,8.2,D,DAXI
19.5834,7.60609,8.2,8.2,D,DAXI
19.6668,7.60993,8.2,8.2,D,DAXI
19.7502,7.61315,8.2,8.2,D,DAXI
19.8336,7.61709,8.2,8.2,D,DAXI
19.917,7.62163,8.2,8.2,D,DAXI
20.0004,7.62393,8.2,8.2,D,DAXI
20.0832,7.62579,8.2,8.2,D,DAXI
20.1666,7.62284,8.2,8.2,D,DAXI
20.25,7.61778,8.2,8.2,D,DAXI
20.3334,7.61243,8.2,8.2,D,DAXI
20.4168,7.60824,8.2,8.2,D,DAXI
20.5002,7.60598,8.2,8.2,D,DAXI
20.5836,7.60469,8.2,8.2,D,DAXI
20.667,7.60203,8.2,8.2,D,DAXI
20.7504,7.59908,8.2,8.2,D,DAXI
20.8332,7.59933,8.2,8.2,D,DAXI
20.9166,7.59788,8.2,8.2,D,DAXI
21,7.60012,8.2,8.2,D,DAXI
21.0834,7.60079,8.2,8.2,D,DAXI
21.1668,7.60276,8.2,8.2,D,DAXI
21.2502,7.60386,8.2,8.2,D,DAXI
21.3336,7.60613,8.2,8.2,D,DAXI
21.417,7.60618,8.2,8.2,D,DAXI
21.5004,7.60621,8.2,8.2,D,DAXI
21.5832,7.60693,8.2,8.2,D,DAXI
21.6666,7.60672,8.2,8.2,D,DAXI
21.75,7.6078,8.2,8.2,D,DAXI
21.8334,7.60989,8.2,8.2,D,DAXI
21.9168,7.6113,8.2,8.2,D,DAXI
22.0002,7.61257,8.2,8.2,D,DAXI
22.0836,7.61377,8.2,8.2,D,DAXI
22.167,7.61472,8.2,8.2,D,DAXI
22.2504,7.61438,8.2,8.2,D,DAXI
22.3332,7.61767,8.2,8.2,D,DAXI
22.4166,7.61707,8.2,8.2,D,DAXI
22.5,7.6142,8.2,8.2,D,DAXI
22.5834,7.61156,8.2,8.2,D,DAXI
22.6668,7.60951,8.2,8.2,D,DAXI
22.7502,7.6093,8.2,8.2,D,DAXI
22.8336,7.60809,8.2,8.2,D,DAXI
22.917,7.60903,8.2,8.2,D,DAXI
23.0004,7.60838,8.2,8.2,D,DAXI
23.0832,7.60752,8.2,8.2,D,DAXI
23.1666,7.60758,8.2,8.2,D,DAXI
23.25,7.60693,8.2,8.2,D,DAXI
23.3334,7.60765,8.2,8.2,D,DAXI
23.4168,7.60762,8.2,8.2,D,DAXI
23.5002,7.60677,8.2,8.2,D,DAXI
23.5836,7.60787,8.2,8.2,D,DAXI
23.667,7.60761,8.2,8.2,D,DAXI
23.7504,7.60767,8.2,8.2,D,DAXI
23.8332,7.60719,8.2,8.2,D,DAXI
23.9166,7.60641,8.2,8.2,D,DAXI
24,7.60673,8.2,8.2,D,DAXI
24.0834,7.6066,8.2,8.2,D,DAXI
24.1668,7.60622,8.2,8.2,D,DAXI
24.2502,7.6058,8.2,8.2,D,DAXI
24.3336,7.60455,8.2,8.2,D,DAXI
24.417,7.60424,8.2,8.2,D,DAXI
24.5004,7.6008,8.2,8.2,D,DAXI
24.5832,7.59864,8.2,8.2,D,DAXI
24.6666,7.59782,8.2,8.2,D,DAXI
24.75,7.59561,8.2,8.2,D,DAXI
24.8334,7.59426,8.2,8.2,D,DAXI
24.9168,7.59392,8.2,8.2,D,DAXI
25.0002,7.59084,8.2,8.2,D,DAXI
25.0836,7.59155,8.2,8.2,D,DAXI
25.167,7.59089,8.2,8.2,D,DAXI
25.2504,7.58812,8.2,8.2,D,DAXI
25.3332,7.58836,8.2,8.2,D,DAXI
25.4166,7.58449,8.2,8.2,D,DAXI
25.5,7.57909,8.2,8.2,D,DAXI
25.5834,7.56823,8.2,8.2,D,DAXI
25.6668,7.56164,8.2,8.2,D,DAXI
25.7502,7.55816,8.2,8.2,D,DAXI
25.8336,7.5567,8.2,8.2,D,DAXI
25.917,7.55899,8.2,8.2,D,DAXI
26.0004,7.56128,8.2,8.2,D,DAXI
26.0832,7.5671,8.2,8.2,D,DAXI
26.1666,7.56464,8.2,8.2,D,DAXI
26.25,7.56539,8.2,8.2,D,DAXI
26.3334,7.56654,8.2,8.2,D,DAXI
26.4168,7.56747,8.2,8.2,D,DAXI
26.5002,7.57335,8.2,8.2,D,DAXI
26.5836,7.58041,8.2,8.2,D,DAXI
26.667,7.58079,8.2,8.2,D,DAXI
26.7504,7.58831,8.2,8.2,D,DAXI
26.8332,7.59214,8.2,8.2,D,DAXI
26.9166,7.59842,8.2,8.2,D,DAXI
27,7.60067,8.2,8.2,D,DAXI
27.0834,7.60314,8.2,8.2,D,DAXI
27.1668,7.60445,8.2,8.2,D,DAXI
27.2502,7.60548,8.2,8.2,D,DAXI
27.3336,7.60622,8.2,8.2,D,DAXI
27.417,7.60588,8.2,8.2,D,DAXI
27.5004,7.60698,8.2,8.2,D,DAXI
27.5832,7.60765,8.2,8.2,D,DAXI
27.6666,7.61044,8.2,8.2,D,DAXI
27.75,7.61397,8.2,8.2,D,DAXI
27.8334,7.61521,8.2,8.2,D,DAXI
27.9168,7.62021,8.2,8.2,D,DAXI
28.0002,7.62467,8.2,8.2,D,DAXI
28.0836,7.62844,8.2,8.2,D,DAXI
28.167,7.63119,8.2,8.2,D,DAXI
28.2504,7.63072,8.2,8.2,D,DAXI
28.3332,7.6312,8.2,8.2,D,DAXI
28.4166,7.63081,8.2,8.2,D,DAXI
28.5,7.63364,8.2,8.2,D,DAXI
28.5834,7.63645,8.2,8.2,D,DAXI
28.6668,7.63793,8.2,8.2,D,DAXI
28.7502,7.64034,8.2,8.2,D,DAXI
28.8336,7.63929,8.2,8.2,D,DAXI
28.917,7.64226,8.2,8.2,D,DAXI
29.0004,7.6438,8.2,8.2,D,DAXI
29.0832,7.64658,8.2,8.2,D,DAXI
29.1666,7.64809,8.2,8.2,D,DAXI
29.25,7.65203,8.2,8.2,D,DAXI
29.3334,7.65492,8.2,8.2,D,DAXI
29.4168,7.65653,8.2,8.2,D,DAXI
29.5002,7.65994,8.2,8.2,D,DAXI
29.5836,7.66523,8.2,8.2,D,DAXI
29.667,7.67144,8.2,8.2,D,DAXI
29.7504,7.67515,8.2,8.2,D,DAXI
29.8332,7.67605,8.2,8.2,D,DAXI
29.9166,7.67624,8.2,8.2,D,DAXI
30,7.6734,8.2,8.2,D,DAXI
30.0834,7.66848,8.2,8.2,D,DAXI
30.1668,7.66795,8.2,8.2,D,DAXI
30.2502,7.6663,8.2,8.2,D,DAXI
30.3336,7.66926,8.2,8.2,D,DAXI
30.417,7.66963,8.2,8.2,D,DAXI
30.5004,7.67041,8.2,8.2,D,DAXI
30.5832,7.66709,8.2,8.2,D,DAXI
30.6666,7.66697,8.2,8.2,D,DAXI
30.75,7.66303,8.2,8.2,D,DAXI
30.8334,7.65985,8.2,8.2,D,DAXI
30.9168,7.65711,8.2,8.2,D,DAXI
31.0002,7.65111,8.2,8.2,D,DAXI
31.0836,7.6439,8.2,8.2,D,DAXI
31.167,7.63609,8.2,8.2,D,DAXI
31.2504,7.62839,8.2,8.2,D,DAXI
31.3332,7.61665,8.2,8.2,D,DAXI
31.4166,7.61176,8.2,8.2,D,DAXI
31.5,7.60821,8.2,8.2,D,DAXI
31.5834,7.60767,8.2,8.2,D,DAXI
31.6668,7.60826,8.2,8.2,D,DAXI
31.7502,7.60779,8.2,8.2,D,DAXI
31.8336,7.60925,8.2,8.2,D,DAXI
31.917,7.60795,8.2,8.2,D,DAXI
32.0004,7.60856,8.2,8.2,D,DAXI
32.0832,7.60788,8.2,8.2,D,DAXI
32.1666,7.60842,8.2,8.2,D,DAXI
32.25,7.61185,8.2,8.2,D,DAXI
32.3334,7.62422,8.2,8.2,D,DAXI
32.4168,7.63771,8.2,8.2,D,DAXI
32.5002,7.64762,8.2,8.2,D,DAXI
32.5836,7.65197,8.2,8.2,D,DAXI
32.667,7.65309,8.2,8.2,D,DAXI
32.7504,7.64652,8.2,8.2,D,DAXI
32.8332,7.64107,8.2,8.2,D,DAXI
32.9166,7.62819,8.2,8.2,D,DAXI
33,7.61356,8.2,8.2,D,DAXI
33.0834,7.60608,8.2,8.2,D,DAXI
33.1668,7.60158,8.2,8.2,D,DAXI
33.2502,7.59716,8.2,8.2,D,DAXI
33.3336,7.59007,8.2,8.2,D,DAXI
33.417,7.58064,8.2,8.2,D,DAXI
33.5004,7.56329,8.2,8.2,D,DAXI
33.5832,7.54628,8.2,8.2,D,DAXI
33.6666,7.53019,8.2,8.2,D,DAXI
33.75,7.51009,8.2,8.2,D,DAXI
33.8334,7.49185,8.2,8.2,D,DAXI
33.9168,7.47292,8.2,8.2,D,DAXI
34.0002,7.44954,8.2,8.2,D,DAXI
34.0836,7.43105,8.2,8.2,D,DAXI
34.167,7.4213,8.2,8.2,D,DAXI
34.2504,7.41105,8.2,8.2,D,DAXI
34.3332,7.39512,8.2,8.2,D,DAXI
34.4166,7.37898,8.2,8.2,D,DAXI
34.5,7.36514,8.2,8.2,D,DAXI
34.5834,7.35769,8.2,8.2,D,DAXI
34.6668,7.34645,8.2,8.2,D,DAXI
34.7502,7.3372,8.2,8.2,D,DAXI
34.8336,7.32915,8.2,8.2,D,DAXI
34.917,7.32192,8.2,8.2,D,DAXI
35.0004,7.31036,8.2,8.2,D,DAXI
35.0832,7.29963,8.2,8.2,D,DAXI
35.1666,7.29856,8.2,8.2,D,DAXI
35.25,7.29903,8.2,8.2,D,DAXI
35.3334,7.30153,8.2,8.2,D,DAXI
35.4168,7.3052,8.2,8.2,D,DAXI
35.5002,7.3046,8.2,8.2,D,DAXI
35.5836,7.30318,8.2,8.2,D,DAXI
35.667,7.29943,8.2,8.2,D,DAXI
35.7504,7.30384,8.2,8.2,D,DAXI
35.8332,7.30913,8.2,8.2,D,DAXI
35.9166,7.30933,8.2,8.2,D,DAXI
36,7.31458,8.2,8.2,D,DAXI
36.0834,7.32329,8.2,8.2,D,DAXI
36.1668,7.33283,8.2,8.2,D,DAXI
36.2502,7.34581,8.2,8.2,D,DAXI
36.3336,7.35425,8.2,8.2,D,DAXI
36.417,7.35784,8.2,8.2,D,DAXI
36.5004,7.35808,8.2,8.2,D,DAXI
36.5832,7.36194,8.2,8.2,D,DAXI
36.6666,7.35866,8.2,8.2,D,DAXI
36.75,7.35691,8.2,8.2,D,DAXI
36.8334,7.35821,8.2,8.2,D,DAXI
36.9168,7.35805,8.2,8.2,D,DAXI
37.0002,7.35394,8.2,8.2,D,DAXI
37.0836,7.3555,8.2,8.2,D,DAXI
37.167,7.36043,8.2,8.2,D,DAXI
37.2504,7.3629,8.2,8.2,D,DAXI
37.3332,7.36505,8.2,8.2,D,DAXI
37.4166,7.37087,8.2,8.2,D,DAXI
37.5,7.3863,8.2,8.2,D,DAXI
37.5834,7.40786,8.2,8.2,D,DAXI
37.6668,7.41416,8.2,8.2,D,DAXI
37.7502,7.41817,8.2,8.2,D,DAXI
37.8336,7.42606,8.2,8.2,D,DAXI
37.917,7.43764,8.2,8.2,D,DAXI
38.0004,7.46386,8.2,8.2,D,DAXI
38.0832,7.48861,8.2,8.2,D,DAXI
38.1666,7.50574,8.2,8.2,D,DAXI
38.25,7.51785,8.2,8.2,D,DAXI
38.3334,7.52408,8.2,8.2,D,DAXI
38.4168,7.52521,8.2,8.2,D,DAXI
38.5002,7.5265,8.2,8.2,D,DAXI
38.5836,7.52508,8.2,8.2,D,DAXI
38.667,7.52859,8.2,8.2,D,DAXI
38.7504,7.53256,8.2,8.2,D,DAXI
38.8332,7.5341,8.2,8.2,D,DAXI
38.9166,7.53391,8.2,8.2,D,DAXI
39,7.53129,8.2,8.2,D,DAXI
39.0834,7.52457,8.2,8.2,D,DAXI
39.1668,7.523,8.2,8.2,D,DAXI
39.2502,7.52361,8.2,8.2,D,DAXI
39.3336,7.52162,8.2,8.2,D,DAXI
39.417,7.51057,8.2,8.2,D,DAXI
39.5004,7.50284,8.2,8.2,D,DAXI
39.5832,7.49355,8.2,8.2,D,DAXI
39.6666,7.47969,8.2,8.2,D,DAXI
39.75,7.45942,8.2,8.2,D,DAXI
39.8334,7.43557,8.2,8.2,D,DAXI
39.9168,7.4213,8.2,8.2,D,DAXI
40.0002,7.40223,8.2,8.2,D,DAXI
40.0836,7.37377,8.2,8.2,D,DAXI
40.167,7.34673,8.2,8.2,D,DAXI
40.2504,7.32662,8.2,8.2,D,DAXI
40.3332,7.31578,8.2,8.2,D,DAXI
40.4166,7.30537,8.2,8.2,D,DAXI
40.5,7.29101,8.2,8.2,D,DAXI
40.5834,7.2837,8.2,8.2,D,DAXI
40.6668,7.28571,8.2,8.2,D,DAXI
40.7502,7.28906,8.2,8.2,D,DAXI
40.8336,7.29261,8.2,8.2,D,DAXI
40.917,7.29548,8.2,8.2,D,DAXI
41.0004,7.29831,8.2,8.2,D,DAXI
41.0832,7.30886,8.2,8.2,D,DAXI
41.1666,7.31635,8.2,8.2,D,DAXI
41.2506,7.31764,8.2,8.2,D,DAXI
41.334,7.32093,8.2,8.2,D,DAXI
41.4174,7.32302,8.2,8.2,D,DAXI
41.5008,7.33259,8.2,8.2,D,DAXI
41.5842,7.34166,8.2,8.2,D,DAXI
41.6676,7.34599,8.2,8.2,D,DAXI
41.7504,7.3456,8.2,8.2,D,DAXI
41.8338,7.36968,8.2,8.2,D,DAXI
41.9172,7.37436,8.2,8.2,D,DAXI
42.0006,7.38057,8.2,8.2,D,DAXI
42.084,7.38519,8.2,8.2,D,DAXI
42.1674,7.38709,8.2,8.2,D,DAXI
42.2508,7.38703,8.2,8.2,D,DAXI
42.3342,7.38682,8.2,8.2,D,DAXI
42.4176,7.39641,8.2,8.2,D,DAXI
42.5004,7.40093,8.2,8.2,D,DAXI
42.5838,7.40885,8.2,8.2,D,DAXI
42.6672,7.41281,8.2,8.2,D,DAXI
42.7506,7.41746,8.2,8.2,D,DAXI
42.834,7.42127,8.2,8.2,D,DAXI
42.9174,7.42429,8.2,8.2,D,DAXI
43.0008,7.43016,8.2,8.2,D,DAXI
43.0842,7.43454,8.2,8.2,D,DAXI
43.1676,7.43609,8.2,8.2,D,DAXI
43.2504,7.43714,8.2,8.2,D,DAXI
43.3338,7.4349,8.2,8.2,D,DAXI
43.4172,7.43308,8.2,8.2,D,DAXI
43.5006,7.4335,8.2,8.2,D,DAXI
43.584,7.43194,8.2,8.2,D,DAXI
43.6674,7.43207,8.2,8.2,D,DAXI
43.7508,7.43054,8.2,8.2,D,DAXI
43.8342,7.42875,8.2,8.2,D,DAXI
43.9176,7.42885,8.2,8.2,D,DAXI
44.0004,7.429,8.2,8.2,D,DAXI
44.0838,7.42783,8.2,8.2,D,DAXI
44.1672,7.42724,8.2,8.2,D,DAXI
44.2506,7.42648,8.2,8.2,D,DAXI
44.334,7.42492,8.2,8.2,D,DAXI
44.4174,7.42336,8.2,8.2,D,DAXI
44.5008,7.4212,8.2,8.2,D,DAXI
44.5842,7.41715,8.2,8.2,D,DAXI
44.6676,7.41599,8.2,8.2,D,DAXI
44.7504,7.41574,8.2,8.2,D,DAXI
44.8338,7.41542,8.2,8.2,D,DAXI
44.9172,7.41413,8.2,8.2,D,DAXI
45.0006,7.40707,8.2,8.2,D,DAXI
45.084,7.40296,8.2,8.2,D,DAXI
45.1674,7.40011,8.2,8.2,D,DAXI
45.2508,7.39092,8.2,8.2,D,DAXI
45.3342,7.38737,8.2,8.2,D,DAXI
45.4176,7.38825,8.2,8.2,D,DAXI
45.5004,7.39683,8.2,8.2,D,DAXI
45.5838,7.40799,8.2,8.2,D,DAXI
45.6672,7.42168,8.2,8.2,D,DAXI
45.7506,7.4451,8.2,8.2,D,DAXI
45.834,7.47293,8.2,8.2,D,DAXI
45.9174,7.4856,8.2,8.2,D,DAXI
46.0008,7.49108,8.2,8.2,D,DAXI
46.0842,7.49455,8.2,8.2,D,DAXI
46.1676,7.49766,8.2,8.2,D,DAXI
46.2504,7.50623,8.2,8.2,D,DAXI
46.3338,7.51784,8.2,8.2,D,DAXI
46.4172,7.52604,8.2,8.2,D,DAXI
46.5006,7.5365,8.2,8.2,D,DAXI
46.584,7.54363,8.2,8.2,D,DAXI
46.6674,7.55115,8.2,8.2,D,DAXI
46.7508,7.556,8.2,8.2,D,DAXI
46.8342,7.56378,8.2,8.2,D,DAXI
46.9176,7.5732,8.2,8.2,D,DAXI
47.0004,7.58588,8.2,8.2,D,DAXI
