time,gvc,water,water2,light,species
88.9998,7.10356,8.2,8.2,D,MCAV
89.0832,7.09436,8.2,8.2,D,MCAV
89.1666,7.0969,8.2,8.2,D,MCAV
89.25,7.09789,8.2,8.2,D,MCAV
89.3334,7.09555,8.2,8.2,D,MCAV
89.4168,7.09425,8.2,8.2,D,MCAV
89.5002,7.09524,8.2,8.2,D,MCAV
89.583,7.09562,8.2,8.2,D,MCAV
89.6664,7.0927,8.2,8.2,D,MCAV
89.7498,7.09033,8.2,8.2,D,MCAV
89.8332,7.09083,8.2,8.2,D,MCAV
89.9166,7.09191,8.2,8.2,D,MCAV
90,7.09655,8.2,8.2,D,MCAV
90.0834,7.09677,8.2,8.2,D,MCAV
90.1668,7.0932,8.2,8.2,D,MCAV
90.2502,7.09329,8.2,8.2,D,MCAV
90.333,7.09595,8.2,8.2,D,MCAV
90.4164,7.0954,8.2,8.2,D,MCAV
90.4998,7.09861,8.2,8.2,D,MCAV
90.5832,7.10099,8.2,8.2,D,MCAV
90.6666,7.10476,8.2,8.2,D,MCAV
90.75,7.10276,8.2,8.2,D,MCAV
90.8334,7.10822,8.2,8.2,D,MCAV
90.9168,7.10851,8.2,8.2,D,MCAV
91.0002,7.11311,8.2,8.2,D,MCAV
91.083,7.10846,8.2,8.2,D,MCAV
91.1664,7.1137,8.2,8.2,D,MCAV
91.2498,7.11769,8.2,8.2,D,MCAV
91.3332,7.11581,8.2,8.2,D,MCAV
91.4166,7.11618,8.2,8.2,D,MCAV
91.5,7.12269,8.2,8.2,D,MCAV
91.5834,7.11299,8.2,8.2,D,MCAV
91.6668,7.12022,8.2,8.2,D,MCAV
91.7502,7.12046,8.2,8.2,D,MCAV
91.833,7.12257,8.2,8.2,D,MCAV
91.9164,7.12328,8.2,8.2,D,MCAV
91.9998,7.12663,8.2,8.2,D,MCAV
92.0832,7.12736,8.2,8.2,D,MCAV
92.1666,7.13031,T,,D,MCAV
92.25,7.13332,T,,D,MCAV
92.3334,7.13179,T,,D,MCAV
92.4168,7.13427,T,,D,MCAV
92.5002,7.12865,T,,D,MCAV
92.583,7.13593,T,,D,MCAV
92.6664,7.12923,T,,D,MCAV
92.7498,7.13661,T,,D,MCAV
92.8332,7.13131,T,,D,MCAV
92.9166,7.14103,T,,D,MCAV
93,7.13515,T,,D,MCAV
93.0834,7.13594,T,,D,MCAV
93.1668,7.13713,T,,D,MCAV
93.2502,7.13872,T,,D,MCAV
93.333,7.13841,T,,D,MCAV
93.4164,7.14128,T,,D,MCAV
93.4998,7.14199,T,,D,MCAV
93.5832,7.14376,T,,D,MCAV
93.6666,7.13942,T,,D,MCAV
93.75,7.15251,T,,D,MCAV
93.8334,7.14678,T,,D,MCAV
93.9168,7.15162,T,,D,MCAV
94.0002,7.15511,T,,D,MCAV
94.083,7.15767,T,,D,MCAV
94.1664,7.15383,T,,D,MCAV
94.2498,7.15705,T,,D,MCAV
94.3332,7.15402,7.9,7.9,D,MCAV
94.4166,7.1516,7.9,7.9,D,MCAV
94.5,7.14959,7.9,7.9,D,MCAV
94.5834,7.1532,7.9,7.9,D,MCAV
94.6668,7.15275,7.9,7.9,D,MCAV
94.7502,7.14889,7.9,7.9,D,MCAV
94.833,7.15118,7.9,7.9,D,MCAV
94.9164,7.15437,7.9,7.9,D,MCAV
94.9998,7.15314,7.9,7.9,D,MCAV
95.0832,7.15546,7.9,7.9,D,MCAV
95.1666,7.15383,7.9,7.9,D,MCAV
95.25,7.15547,7.9,7.9,D,MCAV
95.3334,7.16109,7.9,7.9,D,MCAV
95.4168,7.15867,7.9,7.9,D,MCAV
95.5002,7.15852,7.9,7.9,D,MCAV
95.583,7.15913,7.9,7.9,D,MCAV
95.6664,7.16052,7.9,7.9,D,MCAV
95.7498,7.16193,7.9,7.9,D,MCAV
95.8332,7.1618,7.9,7.9,D,MCAV
95.9166,7.16559,7.9,7.9,D,MCAV
96,7.16646,7.9,7.9,D,MCAV
96.0834,7.1721,7.9,7.9,D,MCAV
96.1668,7.16448,7.9,7.9,D,MCAV
96.2502,7.17013,7.9,7.9,D,MCAV
96.333,7.17391,7.9,7.9,D,MCAV
96.4164,7.16966,7.9,7.9,D,MCAV
96.4998,7.16966,7.9,7.9,D,MCAV
96.5832,7.1687,7.9,7.9,D,MCAV
96.6666,7.17024,7.9,7.9,D,MCAV
96.75,7.17046,7.9,7.9,D,MCAV
96.8334,7.16938,7.9,7.9,D,MCAV
96.9168,7.168,7.9,7.9,D,MCAV
97.0002,7.16811,7.9,7.9,D,MCAV
97.083,7.16463,7.9,7.9,D,MCAV
97.1664,7.16387,7.9,7.9,D,MCAV
97.2498,7.15793,7.9,7.9,D,MCAV
97.3332,7.15671,7.9,7.9,D,MCAV
97.4166,7.15259,7.9,7.9,D,MCAV
97.5,7.15197,7.9,7.9,D,MCAV
97.5834,7.14929,7.9,7.9,D,MCAV
97.6668,7.14995,7.9,7.9,D,MCAV
97.7502,7.14726,7.9,7.9,D,MCAV
97.833,7.15057,7.9,7.9,D,MCAV
97.9164,7.148,7.9,7.9,D,MCAV
97.9998,7.1448,7.9,7.9,D,MCAV
98.0832,7.14593,7.9,7.9,D,MCAV
98.1666,7.14634,7.9,7.9,D,MCAV
98.25,7.13989,7.9,7.9,D,MCAV
98.3334,7.1408,7.9,7.9,D,MCAV
98.4168,7.13716,7.9,7.9,D,MCAV
98.5002,7.13896,7.9,7.9,D,MCAV
98.583,7.1366,7.9,7.9,D,MCAV
98.6664,7.13432,7.9,7.9,D,MCAV
98.7498,7.13132,7.9,7.9,D,MCAV
98.8332,7.13364,7.9,7.9,D,MCAV
98.9166,7.13092,7.9,7.9,D,MCAV
99,7.12907,7.9,7.9,D,MCAV
99.0834,7.12739,7.9,7.9,D,MCAV
99.1668,7.13253,7.9,7.9,D,MCAV
99.2502,7.12703,7.9,7.9,D,MCAV
99.333,7.12479,7.9,7.9,D,MCAV
99.4164,7.1313,7.9,7.9,D,MCAV
99.4998,7.12899,7.9,7.9,D,MCAV
99.5832,7.12137,7.9,7.9,D,MCAV
99.6666,7.12562,7.9,7.9,D,MCAV
99.75,7.12686,7.9,7.9,D,MCAV
99.8334,7.12269,7.9,7.9,D,MCAV
99.9168,7.12568,7.9,7.9,D,MCAV
100.0002,7.12321,7.9,7.9,D,MCAV
100.083,7.12563,7.9,7.9,D,MCAV
100.1664,7.1227,7.9,7.9,D,MCAV
100.2498,7.12275,7.9,7.9,D,MCAV
100.3332,7.12323,7.9,7.9,D,MCAV
100.4166,7.12514,7.9,7.9,D,MCAV
100.5,7.12303,7.9,7.9,D,MCAV
100.5834,7.11806,7.9,7.9,D,MCAV
100.6668,7.12219,7.9,7.9,D,MCAV
100.7502,7.1204,7.9,7.9,D,MCAV
100.833,7.12101,7.9,7.9,D,MCAV
100.9164,7.1232,7.9,7.9,D,MCAV
100.9998,7.12287,7.9,7.9,D,MCAV
101.0832,7.12132,7.9,7.9,D,MCAV
101.1666,7.11531,7.9,7.9,D,MCAV
101.25,7.12092,7.9,7.9,D,MCAV
101.3334,7.11856,7.9,7.9,D,MCAV
101.4168,7.11939,7.9,7.9,D,MCAV
101.5002,7.11947,7.9,7.9,D,MCAV
101.583,7.11681,7.9,7.9,D,MCAV
101.6664,7.11701,7.9,7.9,D,MCAV
101.7498,7.11982,7.9,7.9,D,MCAV
101.8332,7.11926,7.9,7.9,D,MCAV
101.9166,7.11819,7.9,7.9,D,MCAV
102,7.11805,7.9,7.9,D,MCAV
102.0834,7.11737,7.9,7.9,D,MCAV
102.1668,7.11879,7.9,7.9,D,MCAV
102.2502,7.11626,7.9,7.9,D,MCAV
102.333,7.11193,7.9,7.9,D,MCAV
102.4164,7.11774,7.9,7.9,D,MCAV
102.4998,7.11699,7.9,7.9,D,MCAV
102.5832,7.11304,7.9,7.9,D,MCAV
102.6666,7.11681,7.9,7.9,D,MCAV
102.75,7.11712,7.9,7.9,D,MCAV
102.8334,7.11468,7.9,7.9,D,MCAV
102.9168,7.11467,7.9,7.9,D,MCAV
103.0002,7.11887,7.9,7.9,D,MCAV
103.083,7.11667,7.9,7.9,D,MCAV
103.1664,7.11945,7.9,7.9,D,MCAV
103.2498,7.12173,7.9,7.9,D,MCAV
103.3332,7.12282,7.9,7.9,D,MCAV
103.4166,7.12123,7.9,7.9,D,MCAV
103.5,7.12383,7.9,7.9,D,MCAV
103.5834,7.12569,7.9,7.9,D,MCAV
103.6668,7.12,7.9,7.9,D,MCAV
103.7502,7.12499,7.9,7.9,D,MCAV
103.833,7.12056,7.9,7.9,D,MCAV
103.9164,7.12494,7.9,7.9,D,MCAV
103.9998,7.12672,7.9,7.9,D,MCAV
104.0832,7.12273,7.9,7.9,D,MCAV
104.1666,7.12052,7.9,7.9,D,MCAV
104.25,7.12425,7.9,7.9,D,MCAV
104.3334,7.12737,7.9,7.9,D,MCAV
104.4168,7.12964,7.9,7.9,D,MCAV
104.5002,7.12857,7.9,7.9,D,MCAV
104.583,7.1319,7.9,7.9,D,MCAV
104.6664,7.12664,7.9,7.9,D,MCAV
104.7498,7.12789,7.9,7.9,D,MCAV
104.8332,7.12916,7.9,7.9,D,MCAV
104.9166,7.12939,7.9,7.9,D,MCAV
105,7.13193,7.9,7.9,D,MCAV
105.0834,7.1256,7.9,7.9,D,MCAV
105.1668,7.12562,7.9,7.9,D,MCAV
105.2502,7.12632,7.9,7.9,D,MCAV
105.333,7.1231,7.9,7.9,D,MCAV
105.4164,7.12805,7.9,7.9,D,MCAV
105.4998,7.12713,7.9,7.9,D,MCAV
105.5832,7.12587,7.9,7.9,D,MCAV
105.6666,7.12438,7.9,7.9,D,MCAV
105.75,7.1228,7.9,7.9,D,MCAV
105.8334,7.12565,7.9,7.9,D,MCAV
105.9168,7.12415,7.9,7.9,D,MCAV
106.0002,7.12611,7.9,7.9,D,MCAV
106.083,7.12079,7.9,7.9,D,MCAV
106.1664,7.12262,7.9,7.9,D,MCAV
106.2498,7.12093,7.9,7.9,D,MCAV
106.3332,7.12016,7.9,7.9,D,MCAV
106.4166,7.12003,7.9,7.9,D,MCAV
106.5,7.12062,7.9,7.9,D,MCAV
106.5834,7.12151,7.9,7.9,D,MCAV
106.6668,7.11923,7.9,7.9,D,MCAV
106.7502,7.12102,7.9,7.9,D,MCAV
106.833,7.12415,7.9,7.9,D,MCAV
106.9164,7.12215,7.9,7.9,D,MCAV
106.9998,7.12836,7.9,7.9,D,MCAV
107.0832,7.1197,7.9,7.9,D,MCAV
107.1666,7.1247,7.9,7.9,D,MCAV
107.25,7.12392,7.9,7.9,D,MCAV
107.3334,7.12147,7.9,7.9,D,MCAV
107.4168,7.12624,7.9,7.9,D,MCAV
107.5002,7.11895,7.9,7.9,D,MCAV
107.583,7.1235,7.9,7.9,D,MCAV
107.6664,7.11964,7.9,7.9,D,MCAV
107.7498,7.12289,7.9,7.9,D,MCAV
107.8332,7.11812,7.9,7.9,D,MCAV
107.9166,7.12465,7.9,7.9,D,MCAV
108,7.12321,7.9,7.9,D,MCAV
108.0834,7.12336,7.9,7.9,D,MCAV
108.1668,7.12643,7.9,7.9,D,MCAV
108.2502,7.12732,7.9,7.9,D,MCAV
108.333,7.12893,7.9,7.9,D,MCAV
108.4164,7.12576,7.9,7.9,D,MCAV
108.4998,7.13129,7.9,7.9,D,MCAV
108.5832,7.13001,7.9,7.9,D,MCAV
108.6666,7.12732,7.9,7.9,D,MCAV
108.75,7.13068,7.9,7.9,D,MCAV
108.8334,7.12776,7.9,7.9,D,MCAV
108.9168,7.12491,7.9,7.9,D,MCAV
109.0002,7.13154,7.9,7.9,D,MCAV
109.083,7.12883,7.9,7.9,D,MCAV
109.1664,7.12598,7.9,7.9,D,MCAV
109.2498,7.12581,7.9,7.9,D,MCAV
109.3332,7.12829,7.9,7.9,D,MCAV
109.4166,7.1263,7.9,7.9,D,MCAV
109.5,7.12768,7.9,7.9,D,MCAV
109.5834,7.12337,7.9,7.9,D,MCAV
109.6668,7.12719,7.9,7.9,D,MCAV
109.7502,7.12027,7.9,7.9,D,MCAV
109.833,7.12326,7.9,7.9,D,MCAV
109.9164,7.12099,7.9,7.9,D,MCAV
109.9998,7.12003,7.9,7.9,D,MCAV
110.0832,7.11979,7.9,7.9,D,MCAV
110.1666,7.11631,7.9,7.9,D,MCAV
110.25,7.11962,7.9,7.9,D,MCAV
110.3334,7.12122,7.9,7.9,D,MCAV
110.4168,7.1177,7.9,7.9,D,MCAV
110.5002,7.1164,7.9,7.9,D,MCAV
110.583,7.11387,7.9,7.9,D,MCAV
110.6664,7.11578,7.9,7.9,D,MCAV
110.7498,7.11334,7.9,7.9,D,MCAV
110.8332,7.11654,7.9,7.9,D,MCAV
110.9166,7.11404,7.9,7.9,D,MCAV
111,7.11144,7.9,7.9,D,MCAV
111.0834,7.11704,7.9,7.9,D,MCAV
111.1668,7.10885,7.9,7.9,D,MCAV
111.2502,7.11338,7.9,7.9,D,MCAV
111.333,7.10795,7.9,7.9,D,MCAV
111.4164,7.10677,7.9,7.9,D,MCAV
111.4998,7.10499,7.9,7.9,D,MCAV
111.5832,7.10321,7.9,7.9,D,MCAV
111.6666,7.10141,7.9,7.9,D,MCAV
111.75,7.10173,7.9,7.9,D,MCAV
111.8334,7.09952,7.9,7.9,D,MCAV
111.9168,7.10034,7.9,7.9,D,MCAV
112.0002,7.09881,7.9,7.9,D,MCAV
112.083,7.09592,7.9,7.9,D,MCAV
112.1664,7.09535,7.9,7.9,D,MCAV
112.2498,7.09929,7.9,7.9,D,MCAV
112.3332,7.09715,7.9,7.9,D,MCAV
112.4166,7.09811,7.9,7.9,D,MCAV
112.5,7.09208,7.9,7.9,D,MCAV
112.5834,7.09504,7.9,7.9,D,MCAV
112.6668,7.09462,7.9,7.9,D,MCAV
112.7502,7.08946,7.9,7.9,D,MCAV
112.833,7.09153,7.9,7.9,D,MCAV
112.9164,7.09326,7.9,7.9,D,MCAV
112.9998,7.09028,7.9,7.9,D,MCAV
113.0832,7.0906,7.9,7.9,D,MCAV
113.1666,7.09208,7.9,7.9,D,MCAV
113.25,7.08989,7.9,7.9,D,MCAV
113.3334,7.09422,7.9,7.9,D,MCAV
113.4168,7.08795,7.9,7.9,D,MCAV
113.5002,7.09248,7.9,7.9,D,MCAV
113.583,7.08855,7.9,7.9,D,MCAV
113.6664,7.09206,7.9,7.9,D,MCAV
113.7498,7.08762,7.9,7.9,D,MCAV
113.8332,7.09397,7.9,7.9,D,MCAV
113.9166,7.08754,7.9,7.9,D,MCAV
114,7.08846,7.9,7.9,D,MCAV
114.0834,7.08572,7.9,7.9,D,MCAV
114.1668,7.08615,7.9,7.9,D,MCAV
114.2502,7.08636,7.9,7.9,D,MCAV
114.333,7.08703,7.9,7.9,D,MCAV
114.4164,7.08746,7.9,7.9,D,MCAV
114.4998,7.08252,7.9,7.9,D,MCAV
114.5832,7.08709,7.9,7.9,D,MCAV
114.6666,7.08875,7.9,7.9,D,MCAV
114.75,7.08752,7.9,7.9,D,MCAV
114.8334,7.08576,7.9,7.9,D,MCAV
114.9168,7.08899,7.9,7.9,D,MCAV
115.0002,7.08924,7.9,7.9,D,MCAV
115.083,7.08634,7.9,7.9,D,MCAV
115.1664,7.08629,7.9,7.9,D,MCAV
115.2498,7.087,7.9,7.9,D,MCAV
115.3332,7.08555,7.9,7.9,D,MCAV
115.4166,7.0852,7.9,7.9,D,MCAV
115.5,7.07908,7.9,7.9,D,MCAV
115.5834,7.08137,7.9,7.9,D,MCAV
115.6668,7.07843,7.9,7.9,D,MCAV
115.7502,7.07911,7.9,7.9,D,MCAV
115.833,7.07829,7.9,7.9,D,MCAV
115.9164,7.08194,7.9,7.9,D,MCAV
115.9998,7.07701,7.9,7.9,D,MCAV
116.0832,7.07609,7.9,7.9,D,MCAV
116.1666,7.0789,7.9,7.9,D,MCAV
116.25,7.07929,7.9,7.9,D,MCAV
116.3334,7.07914,7.9,7.9,D,MCAV
116.4168,7.0767,7.9,7.9,D,MCAV
116.5002,7.07686,7.9,7.9,D,MCAV
116.583,7.07522,7.9,7.9,D,MCAV
116.6664,7.07734,7.9,7.9,D,MCAV
116.7498,7.07352,7.9,7.9,D,MCAV
116.8332,7.07362,7.9,7.9,D,MCAV
116.9166,7.07022,7.9,7.9,D,MCAV
117,7.07407,7.9,7.9,D,MCAV
117.0834,7.07249,7.9,7.9,D,MCAV
117.1668,7.0741,7.9,7.9,D,MCAV
117.2502,7.07158,7.9,7.9,D,MCAV
117.333,7.07375,7.9,7.9,D,MCAV
117.4164,7.07197,7.9,7.9,D,MCAV
117.4998,7.07292,7.9,7.9,D,MCAV
117.5832,7.07254,7.9,7.9,D,MCAV
117.6666,7.07604,7.9,7.9,D,MCAV
117.75,7.07179,7.9,7.9,D,MCAV
117.8334,7.07547,7.9,7.9,D,MCAV
117.9168,7.07446,7.9,7.9,D,MCAV
118.0002,7.07558,7.9,7.9,D,MCAV
118.083,7.07526,7.9,7.9,D,MCAV
118.1664,7.07894,7.9,7.9,D,MCAV
118.2498,7.07563,7.9,7.9,D,MCAV
118.3332,7.0787,7.9,7.9,D,MCAV
118.4166,7.0784,7.9,7.9,D,MCAV
118.5,7.07488,7.9,7.9,D,MCAV
118.5834,7.07392,7.9,7.9,D,MCAV
118.6668,7.07787,7.9,7.9,D,MCAV
118.7502,7.07395,7.9,7.9,D,MCAV
118.833,7.07848,7.9,7.9,D,MCAV
118.9164,7.07841,7.9,7.9,D,MCAV
118.9998,7.07898,7.9,7.9,D,MCAV
119.0832,7.07392,7.9,7.9,D,MCAV
119.1666,7.07597,7.9,7.9,D,MCAV
119.25,7.07512,7.9,7.9,D,MCAV
119.3334,7.07773,7.9,7.9,D,MCAV
119.4168,7.07755,7.9,7.9,D,MCAV
119.5002,7.08024,7.9,7.9,D,MCAV
119.583,7.08179,7.9,7.9,D,MCAV
119.6664,7.08396,7.9,7.9,D,MCAV
119.7498,7.08308,7.9,7.9,D,MCAV
119.8332,7.08531,7.9,7.9,D,MCAV
119.9166,7.08561,7.9,7.9,D,MCAV
120,7.08755,7.9,7.9,D,MCAV
120.0834,7.08789,7.9,7.9,D,MCAV
120.1668,7.08789,7.9,7.9,D,MCAV
120.2502,7.08866,7.9,7.9,D,MCAV
120.333,7.0897,7.9,7.9,D,MCAV
120.4164,7.09557,7.9,7.9,D,MCAV
120.4998,7.09045,7.9,7.9,D,MCAV
120.5832,7.09223,7.9,7.9,D,MCAV
120.6666,7.09634,7.9,7.9,D,MCAV
120.75,7.09252,7.9,7.9,D,MCAV
120.8334,7.09904,7.9,7.9,D,MCAV
120.9168,7.10044,7.9,7.9,D,MCAV
121.0002,7.10183,7.9,7.9,D,MCAV
121.083,7.10325,7.9,7.9,D,MCAV
121.1664,7.10562,7.9,7.9,D,MCAV
121.2498,7.10616,7.9,7.9,D,MCAV
121.3332,7.10721,7.9,7.9,D,MCAV
121.4166,7.11132,7.9,7.9,D,MCAV
121.5,7.10857,7.9,7.9,D,MCAV
121.5834,7.11252,7.9,7.9,D,MCAV
121.6668,7.10831,7.9,7.9,D,MCAV
121.7502,7.10896,7.9,7.9,D,MCAV
121.833,7.11408,7.9,7.9,D,MCAV
121.9164,7.10895,7.9,7.9,D,MCAV
121.9998,7.11253,7.9,7.9,D,MCAV
122.0832,7.10945,7.9,7.9,D,MCAV
122.1666,7.11058,7.9,7.9,D,MCAV
122.25,7.10793,7.9,7.9,D,MCAV
122.3334,7.10897,7.9,7.9,D,MCAV
122.4168,7.1042,7.9,7.9,D,MCAV
122.5002,7.10586,7.9,7.9,D,MCAV
122.583,7.10309,7.9,7.9,D,MCAV
122.6664,7.10842,7.9,7.9,D,MCAV
122.7498,7.10413,7.9,7.9,D,MCAV
122.8332,7.10848,7.9,7.9,D,MCAV
122.9166,7.1071,7.9,7.9,D,MCAV
123,7.10726,7.9,7.9,D,MCAV
123.0834,7.10923,7.9,7.9,D,MCAV
123.1668,7.11009,7.9,7.9,D,MCAV
123.2502,7.1135,7.9,7.9,D,MCAV
123.333,7.1143,7.9,7.9,D,MCAV
123.4164,7.11482,7.9,7.9,D,MCAV
123.4998,7.11326,7.9,7.9,D,MCAV
123.5832,7.11614,7.9,7.9,D,MCAV
123.6666,7.1184,7.9,7.9,D,MCAV
123.75,7.11073,7.9,7.9,D,MCAV
123.8334,7.11712,7.9,7.9,D,MCAV
123.9168,7.11933,7.9,7.9,D,MCAV
124.0002,7.11875,7.9,7.9,D,MCAV
124.083,7.1199,7.9,7.9,D,MCAV
124.1664,7.11442,7.9,7.9,D,MCAV
124.2498,7.11942,7.9,7.9,D,MCAV
124.3332,7.11414,7.9,7.9,D,MCAV
124.4166,7.11994,7.9,7.9,D,MCAV
124.5,7.11742,7.9,7.9,D,MCAV
124.5834,7.11647,7.9,7.9,D,MCAV
124.6668,7.1159,7.9,7.9,D,MCAV
124.7502,7.11627,7.9,7.9,D,MCAV
124.833,7.11384,7.9,7.9,D,MCAV
124.9164,7.11679,7.9,7.9,D,MCAV
124.9998,7.11742,7.9,7.9,D,MCAV
125.0832,7.11378,7.9,7.9,D,MCAV
125.1666,7.11349,7.9,7.9,D,MCAV
125.25,7.11729,7.9,7.9,D,MCAV
125.3334,7.11391,7.9,7.9,D,MCAV
125.4168,7.11523,7.9,7.9,D,MCAV
125.5002,7.11335,7.9,7.9,D,MCAV
125.583,7.11578,7.9,7.9,D,MCAV
125.6664,7.11281,7.9,7.9,D,MCAV
125.7498,7.11386,7.9,7.9,D,MCAV
125.8332,7.113,7.9,7.9,D,MCAV
125.9166,7.1146,7.9,7.9,D,MCAV
126,7.11165,7.9,7.9,D,MCAV
126.0834,7.10654,7.9,7.9,D,MCAV
126.1668,7.11069,7.9,7.9,D,MCAV
126.2502,7.10527,7.9,7.9,D,MCAV
126.333,7.10212,7.9,7.9,D,MCAV
126.4164,7.09962,7.9,7.9,D,MCAV
126.4998,7.09837,7.9,7.9,D,MCAV
126.5832,7.10105,7.9,7.9,D,MCAV
126.6666,7.0998,7.9,7.9,D,MCAV
126.75,7.09534,7.9,7.9,D,MCAV
126.8334,7.09871,7.9,7.9,D,MCAV
126.9168,7.09441,7.9,7.9,D,MCAV
127.0002,7.10156,7.9,7.9,D,MCAV
127.083,7.09536,7.9,7.9,D,MCAV
127.1664,7.08347,7.9,7.9,D,MCAV
127.2498,7.09066,7.9,7.9,D,MCAV
127.3332,7.09193,7.9,7.9,D,MCAV
127.4166,7.08961,7.9,7.9,D,MCAV
127.5,7.09,7.9,7.9,D,MCAV
127.5834,7.08066,7.9,7.9,D,MCAV
127.6668,7.08062,7.9,7.9,D,MCAV
127.7502,7.08039,7.9,7.9,D,MCAV
127.833,7.07875,7.9,7.9,D,MCAV
127.9164,7.08077,7.9,7.9,D,MCAV
127.9998,7.0816,7.9,7.9,D,MCAV
128.0832,7.08159,7.9,7.9,D,MCAV
128.1666,7.08616,7.9,7.9,D,MCAV
128.25,7.07364,7.9,7.9,D,MCAV
128.3334,7.07679,7.9,7.9,D,MCAV
128.4168,7.07672,7.9,7.9,D,MCAV
128.5002,7.07698,7.9,7.9,D,MCAV
128.583,7.07769,7.9,7.9,D,MCAV
128.6664,7.07683,7.9,7.9,D,MCAV
128.7498,7.0804,7.9,7.9,D,MCAV
128.8332,7.07589,7.9,7.9,D,MCAV
128.9166,7.08282,7.9,7.9,D,MCAV
129,7.07922,7.9,7.9,D,MCAV
129.0834,7.07968,7.9,7.9,D,MCAV
129.1668,7.08082,7.9,7.9,D,MCAV
129.2502,7.08513,7.9,7.9,D,MCAV
129.333,7.08504,7.9,7.9,D,MCAV
129.4164,7.08714,7.9,7.9,D,MCAV
129.4998,7.08663,7.9,7.9,D,MCAV
129.5832,7.09122,7.9,7.9,D,MCAV
129.6666,7.08292,7.9,7.9,D,MCAV
129.75,7.08785,7.9,7.9,D,MCAV
129.8334,7.08698,7.9,7.9,D,MCAV
129.9168,7.08695,7.9,7.9,D,MCAV
130.0002,7.08712,7.9,7.9,D,MCAV
130.083,7.08603,7.9,7.9,D,MCAV
130.1664,7.08403,7.9,7.9,D,MCAV
130.2498,7.08662,7.9,7.9,D,MCAV
130.3332,7.08462,7.9,7.9,D,MCAV
130.4166,7.08653,7.9,7.9,D,MCAV
130.5,7.08542,7.9,7.9,D,MCAV
130.5834,7.08778,7.9,7.9,D,MCAV
130.6668,7.0875,7.9,7.9,D,MCAV
130.7502,7.08453,7.9,7.9,D,MCAV
130.833,7.08868,7.9,7.9,D,MCAV
130.9164,7.08625,7.9,7.9,D,MCAV
130.9998,7.08948,7.9,7.9,D,MCAV
131.0832,7.08873,7.9,7.9,D,MCAV
131.1666,7.08781,7.9,7.9,D,MCAV
131.25,7.09102,7.9,7.9,D,MCAV
131.3334,7.08722,7.9,7.9,D,MCAV
131.4168,7.09058,7.9,7.9,D,MCAV
131.5002,7.09403,7.9,7.9,D,MCAV
131.583,7.08853,7.9,7.9,D,MCAV
131.6664,7.09222,7.9,7.9,D,MCAV
131.7498,7.09604,7.9,7.9,D,MCAV
131.8332,7.09444,7.9,7.9,D,MCAV
131.9166,7.09222,7.9,7.9,D,MCAV
132,7.09403,7.9,7.9,D,MCAV
132.0834,7.09252,7.9,7.9,D,MCAV
132.1668,7.09675,7.9,7.9,D,MCAV
132.2502,7.09284,7.9,7.9,D,MCAV
132.333,7.09806,7.9,7.9,D,MCAV
132.4164,7.09746,7.9,7.9,D,MCAV
132.4998,7.09792,7.9,7.9,D,MCAV
132.5832,7.1021,7.9,7.9,D,MCAV
132.6666,7.10259,7.9,7.9,D,MCAV
132.75,7.10793,7.9,7.9,D,MCAV
132.8334,7.1065,7.9,7.9,D,MCAV
132.9168,7.1102,7.9,7.9,D,MCAV
133.0002,7.11305,7.9,7.9,D,MCAV
133.083,7.11364,7.9,7.9,D,MCAV
133.1664,7.1162,7.9,7.9,D,MCAV
133.2498,7.11373,7.9,7.9,D,MCAV
133.3332,7.11564,7.9,7.9,D,MCAV
133.4166,7.11826,7.9,7.9,D,MCAV
133.5,7.11879,7.9,7.9,D,MCAV
133.5834,7.11764,7.9,7.9,D,MCAV
133.6668,7.12009,7.9,7.9,D,MCAV
133.7502,7.11881,7.9,7.9,D,MCAV
133.833,7.12415,7.9,7.9,D,MCAV
133.9164,7.12169,7.9,7.9,D,MCAV
133.9998,7.12607,7.9,7.9,D,MCAV
134.0832,7.1277,7.9,7.9,D,MCAV
134.1666,7.12697,7.9,7.9,D,MCAV
134.25,7.13167,7.9,7.9,D,MCAV
134.3334,7.13445,7.9,7.9,D,MCAV
134.4168,7.13168,7.9,7.9,D,MCAV
134.5002,7.13543,7.9,7.9,D,MCAV
134.583,7.13599,7.9,7.9,D,MCAV
134.6664,7.1344,7.9,7.9,D,MCAV
134.7498,7.13879,7.9,7.9,D,MCAV
134.8332,7.13645,7.9,7.9,D,MCAV
134.9166,7.13814,7.9,7.9,D,MCAV
135,7.13866,7.9,7.9,D,MCAV
135.0834,7.13488,7.9,7.9,D,MCAV
135.1668,7.13309,7.9,7.9,D,MCAV
135.2502,7.13128,7.9,7.9,D,MCAV
135.333,7.13244,7.9,7.9,D,MCAV
135.4164,7.1281,7.9,7.9,D,MCAV
135.4998,7.13039,7.9,7.9,D,MCAV
135.5832,7.12721,7.9,7.9,D,MCAV
135.6666,7.12587,7.9,7.9,D,MCAV
135.75,7.13423,7.9,7.9,D,MCAV
135.8334,7.13126,7.9,7.9,D,MCAV
135.9168,7.12505,7.9,7.9,D,MCAV
136.0002,7.13212,7.9,7.9,D,MCAV
136.083,7.13349,7.9,7.9,D,MCAV
136.1664,7.13066,7.9,7.9,D,MCAV
136.2498,7.13597,7.9,7.9,D,MCAV
136.3332,7.13797,7.9,7.9,D,MCAV
136.4166,7.13516,7.9,7.9,D,MCAV
136.5,7.14028,7.9,7.9,D,MCAV
