time,gvc,water,water2,light
118.0842,7.45809,7.9,7.9,D
118.1676,7.45603,7.9,7.9,D
118.2504,7.45655,7.9,7.9,D
118.3338,7.4575,7.9,7.9,D
118.4172,7.45716,7.9,7.9,D
118.5006,7.45689,7.9,7.9,D
118.584,7.45987,7.9,7.9,D
118.6674,7.46105,7.9,7.9,D
118.7508,7.46208,7.9,7.9,D
118.8342,7.46346,7.9,7.9,D
118.9176,7.4673,7.9,7.9,D
119.0004,7.46788,7.9,7.9,D
119.0838,7.46908,7.9,7.9,D
119.1672,7.47201,7.9,7.9,D
119.2506,7.4733,7.9,7.9,D
119.334,7.47344,7.9,7.9,D
119.4174,7.47336,7.9,7.9,D
119.5008,7.47604,7.9,7.9,D
119.5842,7.47718,7.9,7.9,D
119.6676,7.4792,7.9,7.9,D
119.7504,7.48062,7.9,7.9,D
119.8338,7.48066,7.9,7.9,D
119.9172,7.48617,7.9,7.9,D
120.0006,7.48728,7.9,7.9,D
120.084,7.49115,7.9,7.9,D
120.1674,7.49317,7.9,7.9,D
120.2508,7.4924,7.9,7.9,D
120.3342,7.49378,7.9,7.9,D
120.4176,7.4949,7.9,7.9,D
120.5004,7.49415,7.9,7.9,D
120.5838,7.493,7.9,7.9,D
120.6672,7.48842,7.9,7.9,D
120.7506,7.48506,7.9,7.9,D
120.834,7.48354,7.9,7.9,D
120.9174,7.48359,7.9,7.9,D
121.0008,7.48319,7.9,7.9,D
121.0842,7.48126,7.9,7.9,D
121.1676,7.48018,7.9,7.9,D
121.2504,7.47824,7.9,7.9,D
121.3338,7.47638,7.9,7.9,D
121.4172,7.47035,7.9,7.9,D
121.5006,7.46766,7.9,7.9,D
121.584,7.46539,7.9,7.9,D
121.6674,7.4627,7.9,7.9,D
121.7508,7.46026,7.9,7.9,D
121.8342,7.45942,7.9,7.9,D
121.9176,7.45765,7.9,7.9,D
122.0004,7.45648,7.9,7.9,D
122.0838,7.45693,7.9,7.9,D
122.1672,7.45423,7.9,7.9,D
122.2506,7.45268,7.9,7.9,D
122.334,7.45189,7.9,7.9,D
122.4174,7.45053,7.9,7.9,D
122.5008,7.45059,7.9,7.9,D
122.5842,7.44865,7.9,7.9,D
122.6676,7.4488,7.9,7.9,D
122.7504,7.44853,7.9,7.9,D
122.8338,7.44808,7.9,7.9,D
122.9172,7.4477,7.9,7.9,D
123.0006,7.44683,7.9,7.9,D
123.084,7.44607,7.9,7.9,D
123.1674,7.44587,7.9,7.9,D
123.2508,7.44411,7.9,7.9,D
123.3342,7.44651,7.9,7.9,D
123.4176,7.44666,7.9,7.9,D
123.5004,7.44772,7.9,7.9,D
123.5838,7.44694,7.9,7.9,D
123.6672,7.44364,7.9,7.9,D
123.7506,7.44327,7.9,7.9,D
123.834,7.44129,7.9,7.9,D
123.9174,7.44029,7.9,7.9,D
124.0008,7.43867,7.9,7.9,D
124.0842,7.43784,7.9,7.9,D
124.1676,7.43687,7.9,7.9,D
124.2504,7.43517,7.9,7.9,D
124.3338,7.43448,7.9,7.9,D
124.4172,7.43358,7.9,7.9,D
124.5006,7.43235,7.9,7.9,D
124.584,7.42994,7.9,7.9,D
124.6674,7.43071,7.9,7.9,D
124.7508,7.43101,7.9,7.9,D
124.8342,7.43242,7.9,7.9,D
124.9176,7.43172,7.9,7.9,D
125.0004,7.43337,7.9,7.9,D
125.0838,7.43393,7.9,7.9,D
125.1672,7.43389,7.9,7.9,D
125.2506,7.43434,7.9,7.9,D
125.334,7.43412,7.9,7.9,D
125.4174,7.43336,7.9,7.9,D
125.5008,7.43552,7.9,7.9,D
125.5842,7.43923,7.9,7.9,D
125.6676,7.44149,7.9,7.9,D
125.7504,7.44332,7.9,7.9,D
125.8338,7.44244,7.9,7.9,D
125.9172,7.44196,7.9,7.9,D
126.0006,7.44125,7.9,7.9,D
126.084,7.44466,7.9,7.9,D
126.1674,7.44598,7.9,7.9,D
126.2508,7.44827,7.9,7.9,D
126.3342,7.44503,7.9,7.9,D
126.4176,7.44516,7.9,7.9,D
126.5004,7.44641,7.9,7.9,D
126.5838,7.4453,7.9,7.9,D
126.6672,7.44274,7.9,7.9,D
126.7506,7.44273,7.9,7.9,D
126.834,7.44135,7.9,7.9,D
126.9174,7.43944,7.9,7.9,D
127.0008,7.4375,7.9,7.9,D
127.0842,7.43457,7.9,7.9,D
127.1676,7.43304,7.9,7.9,D
127.2504,7.43541,7.9,7.9,D
127.3338,7.43907,7.9,7.9,D
127.4172,7.44076,7.9,7.9,D
127.5006,7.44299,7.9,7.9,D
127.584,7.44462,7.9,7.9,D
127.6674,7.44553,7.9,7.9,D
127.7508,7.44424,7.9,7.9,D
127.8342,7.44431,7.9,7.9,D
127.9176,7.44334,7.9,7.9,D
128.0004,7.44313,7.9,7.9,D
128.0838,7.44448,7.9,7.9,D
128.1672,7.4441,7.9,7.9,D
128.2506,7.44336,7.9,7.9,D
128.334,7.44363,7.9,7.9,D
128.4174,7.44303,7.9,7.9,D
128.5008,7.44265,7.9,7.9,D
128.5842,7.44287,T,,D
128.6676,7.44075,T,,D
128.7504,7.44384,T,,D
128.8338,7.44233,T,,D
128.9172,7.44103,T,,D
129.0006,7.44267,T,,D
129.084,7.44063,T,,D
129.1674,7.43918,T,,D
129.2508,7.44378,T,,D
129.3342,7.43884,T,,D
129.4176,7.43827,T,,D
129.5004,7.43717,T,,D
129.5838,7.43272,T,,D
129.6672,7.43206,T,,D
129.7506,7.43153,T,,D
129.834,7.42854,T,,D
129.9174,7.42637,T,,D
130.0008,7.42614,T,,D
130.0842,7.42449,T,,D
130.1676,7.42243,T,,D
130.2504,7.42091,T,,D
130.3338,7.41894,T,,D
130.4172,7.41547,T,,D
130.5006,7.41184,T,,D
130.584,7.40711,T,,D
130.6674,7.40704,T,,D
130.7508,7.40331,T,,D
130.8342,7.39894,T,,D
130.9176,7.37864,T,,D
131.0004,7.36276,T,,D
131.0838,7.35763,T,,D
131.1672,7.35385,T,,D
131.2506,7.35172,T,,D
131.334,7.3438,T,,D
131.4174,7.32882,T,,D
131.5008,7.32772,T,,D
131.5842,7.32534,T,,D
131.6676,7.32368,T,,D
131.7504,7.3189,T,,D
131.8338,7.31439,T,,D
131.9172,7.30716,T,,D
132.0006,7.29992,T,,D
132.084,7.29565,T,,D
132.1674,7.29067,T,,D
132.2508,7.28585,T,,D
132.3342,7.28111,T,,D
132.4176,7.27464,T,,D
132.5004,7.26881,T,,D
132.5838,7.25816,T,,D
132.6672,7.25162,T,,D
132.7506,7.24784,T,,D
132.834,7.2443,T,,D
132.9174,7.24258,T,,D
133.0008,7.24051,T,,D
133.0842,7.23746,T,,D
133.1676,7.23301,T,,D
133.2504,7.22832,T,,D
133.3338,7.22095,T,,D
133.4172,7.22024,T,,D
133.5006,7.21827,T,,D
133.584,7.21592,T,,D
133.6674,7.21264,T,,D
133.7508,7.20969,T,,D
133.8342,7.20916,T,,D
133.9176,7.20652,T,,D
134.0004,7.20181,T,,D
134.0838,7.19797,T,,D
134.1672,7.19964,T,,D
134.2506,7.19256,T,,D
134.334,7.1902,7.6,7.6,D
134.4174,7.18673,7.6,7.6,D
134.5008,7.18243,7.6,7.6,D
134.5842,7.17912,7.6,7.6,D
134.6676,7.1772,7.6,7.6,D
134.7504,7.17337,7.6,7.6,D
134.8338,7.16852,7.6,7.6,D
134.9172,7.16566,7.6,7.6,D
135.0006,7.16125,7.6,7.6,D
135.084,7.16422,7.6,7.6,D
135.1674,7.16067,7.6,7.6,D
135.2508,7.1617,7.6,7.6,D
135.3342,7.16065,7.6,7.6,D
135.4176,7.15836,7.6,7.6,D
135.5004,7.15356,7.6,7.6,D
135.5838,7.15449,7.6,7.6,D
135.6672,7.15179,7.6,7.6,D
135.7506,7.15052,7.6,7.6,D
135.834,7.14922,7.6,7.6,D
135.9174,7.14868,7.6,7.6,D
136.0008,7.14849,7.6,7.6,D
136.0842,7.14889,7.6,7.6,D
136.1676,7.14866,7.6,7.6,D
136.2504,7.14961,7.6,7.6,D
136.3338,7.14993,7.6,7.6,D
136.4172,7.15058,7.6,7.6,D
136.5006,7.14791,7.6,7.6,D
136.584,7.14802,7.6,7.6,D
136.6674,7.14688,7.6,7.6,D
136.7508,7.14536,7.6,7.6,D
136.8342,7.1462,7.6,7.6,D
136.9176,7.1473,7.6,7.6,D
137.0004,7.14461,7.6,7.6,D
137.0838,7.1429,7.6,7.6,D
137.1672,7.14605,7.6,7.6,D
137.2506,7.14348,7.6,7.6,D
137.334,7.14833,7.6,7.6,D
137.4174,7.14442,7.6,7.6,D
137.5008,7.14698,7.6,7.6,D
137.5842,7.15016,7.6,7.6,D
137.6676,7.1454,7.6,7.6,D
137.7504,7.14532,7.6,7.6,D
137.8338,7.14605,7.6,7.6,D
137.9172,7.14806,7.6,7.6,D
138.0006,7.14509,7.6,7.6,D
138.084,7.1468,7.6,7.6,D
138.1674,7.14862,7.6,7.6,D
138.2508,7.14478,7.6,7.6,D
138.3342,7.14667,7.6,7.6,D
138.4176,7.14753,7.6,7.6,D
138.5004,7.14751,7.6,7.6,D
138.5838,7.15087,7.6,7.6,D
138.6672,7.15199,7.6,7.6,D
138.7506,7.15211,7.6,7.6,D
138.834,7.15334,7.6,7.6,D
138.9174,7.15377,7.6,7.6,D
139.0008,7.15671,7.6,7.6,D
139.0842,7.15609,7.6,7.6,D
139.1676,7.15891,7.6,7.6,D
139.2504,7.15981,7.6,7.6,D
139.3338,7.16248,7.6,7.6,D
139.4172,7.16362,7.6,7.6,D
139.5006,7.16,7.6,7.6,D
139.584,7.16391,7.6,7.6,D
139.6674,7.16397,7.6,7.6,D
139.7508,7.16421,7.6,7.6,D
139.8342,7.16444,7.6,7.6,D
139.9176,7.16623,7.6,7.6,D
140.0004,7.16869,7.6,7.6,D
140.0838,7.16885,7.6,7.6,D
140.1672,7.16814,7.6,7.6,D
140.2506,7.17269,7.6,7.6,D
140.334,7.17534,7.6,7.6,D
140.4174,7.17623,7.6,7.6,D
140.5008,7.17931,7.6,7.6,D
140.5842,7.18202,7.6,7.6,D
140.6676,7.18078,7.6,7.6,D
140.7504,7.18114,7.6,7.6,D
140.8338,7.18368,7.6,7.6,D
140.9172,7.18486,7.6,7.6,D
141.0006,7.18286,7.6,7.6,D
141.084,7.18448,7.6,7.6,D
141.1674,7.18476,7.6,7.6,D
141.2508,7.18581,7.6,7.6,D
141.3342,7.18726,7.6,7.6,D
141.4176,7.18081,7.6,7.6,D
141.5004,7.17987,7.6,7.6,D
141.5838,7.18706,7.6,7.6,D
141.6672,7.18931,7.6,7.6,D
141.7506,7.18942,7.6,7.6,D
141.834,7.19139,7.6,7.6,D
141.9174,7.19058,7.6,7.6,D
142.0008,7.19017,7.6,7.6,D
142.0842,7.19086,7.6,7.6,D
142.1676,7.19035,7.6,7.6,D
142.2504,7.19032,7.6,7.6,D
142.3338,7.19162,7.6,7.6,D
142.4172,7.1896,7.6,7.6,D
142.5006,7.18665,7.6,7.6,D
142.584,7.188,7.6,7.6,D
142.6674,7.18782,7.6,7.6,D
142.7508,7.18659,7.6,7.6,D
142.8342,7.18307,7.6,7.6,D
142.9176,7.18384,7.6,7.6,D
143.0004,7.18319,7.6,7.6,D
143.0838,7.18099,7.6,7.6,D
143.1672,7.1799,7.6,7.6,D
143.2506,7.17908,7.6,7.6,D
143.334,7.17675,7.6,7.6,D
143.4174,7.17424,7.6,7.6,D
143.5008,7.17204,7.6,7.6,D
143.5842,7.17271,7.6,7.6,D
143.6676,7.17246,7.6,7.6,D
143.7504,7.16957,7.6,7.6,D
143.8338,7.17029,7.6,7.6,D
143.9172,7.16968,7.6,7.6,D
144.0006,7.16772,7.6,7.6,D
144.084,7.16738,7.6,7.6,D
144.1674,7.16413,7.6,7.6,D
144.2508,7.16662,7.6,7.6,D
144.3342,7.1648,7.6,7.6,D
144.4176,7.16447,7.6,7.6,D
144.5004,7.16514,7.6,7.6,D
144.5838,7.16426,7.6,7.6,D
144.6672,7.16653,7.6,7.6,D
144.7506,7.16747,7.6,7.6,D
144.834,7.16541,7.6,7.6,D
144.9174,7.16686,7.6,7.6,D
145.0008,7.16618,7.6,7.6,D
145.0842,7.16488,7.6,7.6,D
145.1676,7.16495,7.6,7.6,D
145.2504,7.16467,7.6,7.6,D
145.3338,7.16581,7.6,7.6,D
145.4172,7.16821,7.6,7.6,D
145.5006,7.17096,7.6,7.6,D
145.584,7.17074,7.6,7.6,D
145.6674,7.17191,7.6,7.6,D
145.7508,7.17216,7.6,7.6,D
145.8342,7.17388,7.6,7.6,D
145.9176,7.17253,7.6,7.6,D
146.0004,7.17418,7.6,7.6,D
146.0838,7.1789,7.6,7.6,D
146.1672,7.18275,7.6,7.6,D
146.2506,7.18478,7.6,7.6,D
146.334,7.18926,7.6,7.6,D
146.4174,7.1894,7.6,7.6,D
146.5008,7.19405,7.6,7.6,D
146.5842,7.195,7.6,7.6,D
146.6676,7.1978,7.6,7.6,D
146.7504,7.19801,7.6,7.6,D
146.8338,7.20125,7.6,7.6,D
146.9172,7.20461,7.6,7.6,D
147.0006,7.2073,7.6,7.6,D
147.084,7.21085,7.6,7.6,D
147.1674,7.21104,7.6,7.6,D
147.2508,7.21479,7.6,7.6,D
147.3342,7.21754,7.6,7.6,D
147.4176,7.21822,7.6,7.6,D
147.5004,7.22086,7.6,7.6,D
147.5838,7.22663,7.6,7.6,D
147.6672,7.22546,7.6,7.6,D
147.7506,7.22146,7.6,7.6,D
147.834,7.21918,7.6,7.6,D
147.9174,7.22136,7.6,7.6,D
148.0008,7.2232,7.6,7.6,D
148.0842,7.22447,7.6,7.6,D
148.1676,7.22779,7.6,7.6,D
148.2504,7.22812,7.6,7.6,D
148.3338,7.22806,7.6,7.6,D
148.4172,7.22667,7.6,7.6,D
148.5006,7.22602,7.6,7.6,D
148.584,7.22787,7.6,7.6,D
148.6674,7.22668,7.6,7.6,D
148.7508,7.22642,7.6,7.6,D
148.8342,7.22665,7.6,7.6,D
148.9176,7.22622,7.6,7.6,D
149.0004,7.22832,7.6,7.6,D
149.0838,7.22932,7.6,7.6,D
149.1672,7.23072,7.6,7.6,D
149.2506,7.22961,7.6,7.6,D
149.334,7.22992,7.6,7.6,D
149.4174,7.23075,7.6,7.6,D
149.5008,7.23054,7.6,7.6,D
149.5842,7.22885,7.6,7.6,D
149.6676,7.2302,7.6,7.6,D
149.7504,7.23015,7.6,7.6,D
149.8338,7.23271,7.6,7.6,D
149.9172,7.23102,7.6,7.6,D
150.0006,7.22672,7.6,7.6,D
150.084,7.22249,7.6,7.6,D
150.1674,7.22518,7.6,7.6,D
150.2508,7.22319,7.6,7.6,D
150.3342,7.22159,7.6,7.6,D
150.4176,7.21977,7.6,7.6,D
150.5004,7.21895,7.6,7.6,D
150.5838,7.22046,7.6,7.6,D
150.6672,7.21845,7.6,7.6,D
150.7506,7.22047,7.6,7.6,D
150.834,7.22067,7.6,7.6,D
150.9174,7.21926,7.6,7.6,D
151.0008,7.21862,7.6,7.6,D
151.0842,7.21826,7.6,7.6,D
151.1676,7.21653,7.6,7.6,D
151.2504,7.21594,7.6,7.6,D
151.3338,7.2145,7.6,7.6,D
151.4172,7.20891,7.6,7.6,D
151.5006,7.2099,7.6,7.6,D
151.584,7.21157,7.6,7.6,D
151.6674,7.2116,7.6,7.6,D
151.7508,7.21081,7.6,7.6,D
151.8342,7.21112,7.6,7.6,D
151.9176,7.21042,7.6,7.6,D
152.0004,7.21478,7.6,7.6,D
152.0838,7.21318,7.6,7.6,D
152.1672,7.21217,7.6,7.6,D
152.2506,7.212,7.6,7.6,D
152.334,7.21128,7.6,7.6,D
152.4174,7.2135,7.6,7.6,D
152.5008,7.21373,7.6,7.6,D
152.5842,7.21881,7.6,7.6,D
152.6676,7.21791,7.6,7.6,D
152.7504,7.21743,7.6,7.6,D
152.8338,7.218,7.6,7.6,D
152.9172,7.22204,7.6,7.6,D
153.0006,7.22028,7.6,7.6,D
153.084,7.22213,7.6,7.6,D
153.1674,7.2224,7.6,7.6,D
153.2508,7.22345,7.6,7.6,D
153.3342,7.22523,7.6,7.6,D
153.4176,7.22523,7.6,7.6,D
153.5004,7.22679,7.6,7.6,D
153.5838,7.22664,7.6,7.6,D
153.6672,7.22637,7.6,7.6,D
153.7506,7.22767,7.6,7.6,D
153.834,7.22817,7.6,7.6,D
153.9174,7.22967,7.6,7.6,D
154.0008,7.23225,7.6,7.6,D
154.0842,7.23188,7.6,7.6,D
154.1676,7.23174,7.6,7.6,D
154.2504,7.23362,7.6,7.6,D
154.3338,7.23472,7.6,7.6,D
154.4172,7.2351,7.6,7.6,D
154.5006,7.23479,7.6,7.6,D
154.584,7.23551,7.6,7.6,D
154.6674,7.23516,7.6,7.6,D
154.7508,7.23492,7.6,7.6,D
154.8342,7.23541,7.6,7.6,D
154.9176,7.23582,7.6,7.6,D
155.0004,7.23642,7.6,7.6,D
155.0838,7.23692,7.6,7.6,D
155.1672,7.23699,7.6,7.6,D
155.2506,7.23646,7.6,7.6,D
155.334,7.23642,7.6,7.6,D
155.4174,7.23588,7.6,7.6,D
155.5008,7.23611,7.6,7.6,D
155.5842,7.23799,7.6,7.6,D
155.6676,7.24058,7.6,7.6,D
155.7504,7.24027,7.6,7.6,D
155.8338,7.24022,7.6,7.6,D
155.9172,7.23937,7.6,7.6,D
156.0006,7.23867,7.6,7.6,D
156.084,7.23632,7.6,7.6,D
156.1674,7.23837,7.6,7.6,D
156.2508,7.2376,7.6,7.6,D
156.3342,7.23852,7.6,7.6,D
156.4176,7.23862,7.6,7.6,D
156.5004,7.2391,7.6,7.6,D
156.5838,7.23862,7.6,7.6,D
156.6672,7.23886,7.6,7.6,D
156.7506,7.24131,7.6,7.6,D
156.834,7.24256,7.6,7.6,D
156.9174,7.2433,7.6,7.6,D
157.0008,7.24511,7.6,7.6,D
157.0842,7.24554,7.6,7.6,D
157.1676,7.24731,7.6,7.6,D
157.2504,7.24803,7.6,7.6,D
157.3338,7.24666,7.6,7.6,D
157.4172,7.24776,7.6,7.6,D
157.5006,7.24815,7.6,7.6,D
157.584,7.24781,7.6,7.6,D
157.6674,7.24659,7.6,7.6,D
157.7508,7.24538,7.6,7.6,D
157.8342,7.24545,7.6,7.6,D
157.9176,7.24474,7.6,7.6,D
158.0004,7.24514,7.6,7.6,D
158.0838,7.24672,7.6,7.6,D
158.1672,7.24859,7.6,7.6,D
158.2506,7.25077,7.6,7.6,D
158.334,7.25243,7.6,7.6,D
158.4174,7.25613,7.6,7.6,D
158.5008,7.25621,7.6,7.6,D
158.5842,7.2549,7.6,7.6,D
158.6676,7.25633,7.6,7.6,D
158.7504,7.25414,7.6,7.6,D
158.8338,7.25361,7.6,7.6,D
158.9172,7.25291,7.6,7.6,D
159.0006,7.25045,7.6,7.6,D
159.084,7.24844,7.6,7.6,D
159.1674,7.24598,7.6,7.6,D
159.2508,7.24752,7.6,7.6,D
159.3342,7.24859,7.6,7.6,D
159.4176,7.24817,7.6,7.6,D
159.5004,7.24842,7.6,7.6,D
159.5838,7.24699,7.6,7.6,D
159.6672,7.24604,7.6,7.6,D
159.7506,7.24629,7.6,7.6,D
159.834,7.24668,7.6,7.6,D
159.9174,7.24586,7.6,7.6,D
160.0008,7.24359,7.6,7.6,D
160.0842,7.24278,7.6,7.6,D
160.1676,7.24203,7.6,7.6,D
160.2504,7.24248,7.6,7.6,D
160.3338,7.23983,7.6,7.6,D
160.4172,7.23958,7.6,7.6,D
160.5006,7.24042,7.6,7.6,D
160.584,7.24043,7.6,7.6,D
160.6674,7.24123,7.6,7.6,D
160.7508,7.24196,7.6,7.6,D
160.8342,7.24112,7.6,7.6,D
160.9176,7.24373,7.6,7.6,D
161.0004,7.2433,7.6,7.6,D
161.0838,7.24318,7.6,7.6,D
161.1672,7.24382,7.6,7.6,D
161.2506,7.24422,7.6,7.6,D
161.334,7.24228,7.6,7.6,D
161.4174,7.24182,7.6,7.6,D
161.5008,7.2408,7.6,7.6,D
161.5842,7.23979,7.6,7.6,D
161.6676,7.23748,7.6,7.6,D
161.7504,7.2361,7.6,7.6,D
161.8338,7.23406,7.6,7.6,D
161.9172,7.23236,7.6,7.6,D
162.0006,7.23141,7.6,7.6,D
162.084,7.23056,7.6,7.6,D
162.1674,7.23183,7.6,7.6,D
162.2508,7.23444,7.6,7.6,D
162.3342,7.2344,7.6,7.6,D
162.4176,7.23498,7.6,7.6,D
162.5004,7.23667,7.6,7.6,D
162.5838,7.23627,7.6,7.6,D
162.6672,7.2375,7.6,7.6,D
162.7506,7.23798,7.6,7.6,D
162.834,7.23774,7.6,7.6,D
162.9174,7.23535,7.6,7.6,D
163.0008,7.23366,7.6,7.6,D
163.0842,7.23198,7.6,7.6,D
163.1676,7.23062,7.6,7.6,D
163.2504,7.2297,7.6,7.6,D
163.3338,7.22712,7.6,7.6,D
163.4172,7.22694,7.6,7.6,D
163.5006,7.22481,7.6,7.6,D
163.584,7.22226,7.6,7.6,D
163.6674,7.21902,7.6,7.6,D
163.7508,7.21785,7.6,7.6,D
163.8342,7.21751,7.6,7.6,D
163.9176,7.21876,7.6,7.6,D
164.0004,7.21606,7.6,7.6,D
164.0838,7.21763,7.6,7.6,D
164.1672,7.21662,7.6,7.6,D
164.2506,7.21844,7.6,7.6,D
164.334,7.21322,7.6,7.6,D
164.4174,7.21522,7.6,7.6,D
164.5008,7.21677,7.6,7.6,D
164.5842,7.21887,7.6,7.6,D
164.6676,7.21785,7.6,7.6,D
164.7504,7.21981,7.6,7.6,D
164.8338,7.22067,7.6,7.6,D
164.9172,7.22059,7.6,7.6,D
165.0006,7.22174,7.6,7.6,D
165.084,7.22155,7.6,7.6,D
165.1674,7.21952,7.6,7.6,D
165.2508,7.21749,7.6,7.6,D
165.3342,7.21547,7.6,7.6,D
165.4176,7.21679,7.6,7.6,D
165.5004,7.21557,7.6,7.6,D
165.5838,7.21657,7.6,7.6,D
165.6672,7.21056,7.6,7.6,D
165.7506,7.21069,7.6,7.6,D
165.834,7.21058,7.6,7.6,D
165.9174,7.21543,7.6,7.6,D
166.0008,7.22008,7.6,7.6,D
166.0842,7.22389,7.6,7.6,D
166.1676,7.22374,7.6,7.6,D
166.2504,7.22452,7.6,7.6,D
166.3338,7.22547,7.6,7.6,D
166.4172,7.22748,7.6,7.6,D
166.5006,7.22953,7.6,7.6,D
166.584,7.2293,7.6,7.6,D
166.6674,7.23154,7.6,7.6,D
166.7508,7.23319,7.6,7.6,D
166.8342,7.23459,7.6,7.6,D
166.9176,7.23584,7.6,7.6,D
167.0004,7.23743,7.6,7.6,D
167.0838,7.23671,7.6,7.6,D
167.1672,7.23922,7.6,7.6,D
167.2506,7.24006,7.6,7.6,D
167.334,7.24275,7.6,7.6,D
167.4174,7.24484,7.6,7.6,D
167.5008,7.24724,7.6,7.6,D
167.5842,7.24674,7.6,7.6,D
167.6676,7.2481,7.6,7.6,D
167.7504,7.24778,7.6,7.6,D
167.8338,7.2468,7.6,7.6,D
167.9172,7.24661,7.6,7.6,D
168.0006,7.24847,7.6,7.6,D
168.084,7.2469,7.6,7.6,D
168.1674,7.24554,7.6,7.6,D
168.2508,7.24625,7.6,7.6,D
168.3342,7.24434,7.6,7.6,D
168.4176,7.2409,7.6,7.6,D
168.5004,7.24042,7.6,7.6,D
168.5838,7.23928,7.6,7.6,D
168.6672,7.23744,7.6,7.6,D
168.7506,7.23711,7.6,7.6,D
168.834,7.23554,7.6,7.6,D
168.9174,7.23426,7.6,7.6,D
169.0008,7.23434,7.6,7.6,D
169.0842,7.23578,7.6,7.6,D
169.1676,7.23507,7.6,7.6,D
169.2504,7.23431,7.6,7.6,D
169.3338,7.23524,7.6,7.6,D
169.4172,7.23636,7.6,7.6,D
169.5006,7.23774,7.6,7.6,D
169.584,7.23789,7.6,7.6,D
169.6674,7.23943,7.6,7.6,D
169.7508,7.23797,7.6,7.6,D
169.8342,7.23626,7.6,7.6,D
169.9176,7.23471,7.6,7.6,D
170.0004,7.23263,7.6,7.6,D
170.0838,7.23334,7.6,7.6,D
170.1672,7.23292,7.6,7.6,D
170.2506,7.23156,7.6,7.6,D
170.334,7.2293,7.6,7.6,D
170.4174,7.2308,7.6,7.6,D
170.5008,7.23129,7.6,7.6,D
170.5842,7.23273,7.6,7.6,D
170.6676,7.2306,7.6,7.6,D
170.7504,7.23163,7.6,7.6,D
170.8338,7.23167,7.6,7.6,D
170.9172,7.22928,7.6,7.6,D
171.0006,7.22704,7.6,7.6,D
171.084,7.22731,7.6,7.6,D
171.1674,7.22842,7.6,7.6,D
171.2508,7.2277,7.6,7.6,D
171.3342,7.23028,7.6,7.6,D
171.4176,7.23021,7.6,7.6,D
171.5004,7.23198,7.6,7.6,D
171.5838,7.23554,7.6,7.6,D
171.6672,7.23676,7.6,7.6,D
171.7506,7.23892,7.6,7.6,D
171.834,7.24301,7.6,7.6,D
171.9174,7.24596,7.6,7.6,D
172.0008,7.24631,7.6,7.6,D
172.0842,7.24634,7.6,7.6,D
172.1676,7.24557,7.6,7.6,D
172.2504,7.24543,7.6,7.6,D
172.3338,7.24552,7.6,7.6,D
172.4172,7.24582,7.6,7.6,D
172.5006,7.24581,7.6,7.6,D
172.584,7.24685,7.6,7.6,D
172.6674,7.2486,7.6,7.6,D
172.7508,7.24886,7.6,7.6,D
172.8342,7.25005,7.6,7.6,D
172.9176,7.2504,7.6,7.6,D
173.0004,7.25129,7.6,7.6,D
173.0838,7.25149,7.6,7.6,D
173.1672,7.25135,7.6,7.6,D
173.2506,7.25047,7.6,7.6,D
173.334,7.25029,7.6,7.6,D
173.4174,7.25091,7.6,7.6,D
173.5008,7.25121,7.6,7.6,D
173.5842,7.24986,7.6,7.6,D
173.6676,7.24902,7.6,7.6,D
173.7504,7.24864,7.6,7.6,D
173.8338,7.24842,7.6,7.6,D
173.9172,7.2488,7.6,7.6,D
174.0006,7.24719,7.6,7.6,D
174.084,7.24611,7.6,7.6,D
174.1674,7.24687,7.6,7.6,D
174.2508,7.24514,7.6,7.6,D
174.3342,7.24546,7.6,7.6,D
174.4176,7.24524,7.6,7.6,D
174.5004,7.24474,7.6,7.6,D
174.5838,7.24533,7.6,7.6,D
174.6672,7.24568,7.6,7.6,D
174.7506,7.24549,7.6,7.6,D
174.834,7.24483,7.6,7.6,D
174.9174,7.24459,7.6,7.6,D
175.0008,7.24562,7.6,7.6,D
175.0842,7.24462,7.6,7.6,D
175.1676,7.24432,7.6,7.6,D
175.2504,7.24442,7.6,7.6,D
175.3338,7.24322,7.6,7.6,D
175.4172,7.24267,7.6,7.6,D
175.5006,7.24313,7.6,7.6,D
175.584,7.24409,7.6,7.6,D
175.6674,7.24252,7.6,7.6,D
175.7508,7.24458,7.6,7.6,D
175.8342,7.24521,7.6,7.6,D
175.9176,7.24549,7.6,7.6,D
176.0004,7.24699,7.6,7.6,D
176.0838,7.24728,7.6,7.6,D
176.1672,7.2473,7.6,7.6,D
176.2506,7.24849,7.6,7.6,D
176.334,7.24821,7.6,7.6,D
176.4174,7.25003,7.6,7.6,D
176.5008,7.24824,7.6,7.6,D
176.5842,7.24788,7.6,7.6,D
176.6676,7.24859,7.6,7.6,D
176.7504,7.24763,7.6,7.6,D
176.8338,7.24857,7.6,7.6,D
176.9172,7.24757,7.6,7.6,D
177.0006,7.2474,7.6,7.6,D
177.084,7.24689,7.6,7.6,D
177.1674,7.24536,7.6,7.6,D
177.2508,7.24531,7.6,7.6,D
177.3342,7.24585,7.6,7.6,D
177.4176,7.24784,7.6,7.6,D
177.5004,7.24828,7.6,7.6,D
177.5838,7.24867,7.6,7.6,D
177.6672,7.24797,7.6,7.6,D
177.7506,7.24793,7.6,7.6,D
177.834,7.24833,7.6,7.6,D
177.9174,7.24996,7.6,7.6,D
178.0008,7.24971,7.6,7.6,D
