time,gvc,water,water2,light
58.7508,7.74912,8.2,8.2,D
58.8342,7.74605,8.2,8.2,D
58.9176,7.74313,8.2,8.2,D
59.0004,7.75511,8.2,8.2,D
59.0838,7.77847,8.2,8.2,D
59.1672,7.79886,8.2,8.2,D
59.2506,7.80905,8.2,8.2,D
59.334,7.82814,8.2,8.2,D
59.4174,7.84976,8.2,8.2,D
59.5008,7.87158,8.2,8.2,D
59.5842,7.88487,8.2,8.2,D
59.6676,7.90127,8.2,8.2,D
59.7504,7.91402,8.2,8.2,D
59.8338,7.92688,8.2,8.2,D
59.9172,7.93584,8.2,8.2,D
60.0006,7.94234,8.2,8.2,D
60.084,7.94781,8.2,8.2,D
60.1674,7.94762,8.2,8.2,D
60.2508,7.94983,8.2,8.2,D
60.3342,7.95828,8.2,8.2,D
60.4176,7.9638,8.2,8.2,D
60.5004,7.95944,8.2,8.2,D
60.5838,7.95014,8.2,8.2,D
60.6672,7.93651,8.2,8.2,D
60.7506,7.93466,8.2,8.2,D
60.834,7.90695,8.2,8.2,D
60.9174,7.60331,8.2,8.2,D
61.0008,7.62725,8.2,8.2,D
61.0842,7.66466,8.2,8.2,D
61.1676,7.6867,8.2,8.2,D
61.2504,7.69643,8.2,8.2,D
61.3338,7.70171,8.2,8.2,D
61.4172,7.70179,8.2,8.2,D
61.5006,7.69933,8.2,8.2,D
61.584,7.69364,8.2,8.2,D
61.6674,7.68902,8.2,8.2,D
61.7508,7.68488,8.2,8.2,D
61.8342,7.68116,8.2,8.2,D
61.9176,7.67668,8.2,8.2,D
62.0004,7.66885,8.2,8.2,D
62.0838,7.66301,8.2,8.2,D
62.1672,7.65643,8.2,8.2,D
62.2506,7.65015,8.2,8.2,D
62.334,7.64128,8.2,8.2,D
62.4174,7.63556,8.2,8.2,D
62.5008,7.62891,8.2,8.2,D
62.5842,7.62096,8.2,8.2,D
62.6676,7.61517,8.2,8.2,D
62.7504,7.61036,8.2,8.2,D
62.8338,7.60699,8.2,8.2,D
62.9172,7.60337,8.2,8.2,D
63.0006,7.59979,8.2,8.2,D
63.084,7.59325,8.2,8.2,D
63.1674,7.5863,8.2,8.2,D
63.2508,7.57659,8.2,8.2,D
63.3342,7.5714,8.2,8.2,D
63.4176,7.56454,8.2,8.2,D
63.5004,7.56152,8.2,8.2,D
63.5838,7.55862,8.2,8.2,D
63.6672,7.55615,8.2,8.2,D
63.7506,7.55352,8.2,8.2,D
63.834,7.55158,8.2,8.2,D
63.9174,7.54928,8.2,8.2,D
64.0008,7.54952,8.2,8.2,D
64.0842,7.54804,8.2,8.2,D
64.1676,7.54777,8.2,8.2,D
64.2504,7.54745,8.2,8.2,D
64.3338,7.54466,8.2,8.2,D
64.4172,7.54172,8.2,8.2,D
64.5006,7.53783,8.2,8.2,D
64.584,7.53614,8.2,8.2,D
64.6674,7.53164,8.2,8.2,D
64.7508,7.53225,8.2,8.2,D
64.8342,7.53232,8.2,8.2,D
64.9176,7.53658,8.2,8.2,D
65.0004,7.54155,8.2,8.2,D
65.0838,7.54659,8.2,8.2,D
65.1672,7.55321,8.2,8.2,D
65.2506,7.56059,8.2,8.2,D
65.334,7.56737,8.2,8.2,D
65.4174,7.57158,8.2,8.2,D
65.5008,7.58105,8.2,8.2,D
65.5842,7.58531,8.2,8.2,D
65.6676,7.58829,8.2,8.2,D
65.7504,7.59034,8.2,8.2,D
65.8338,7.58996,8.2,8.2,D
65.9172,7.59146,8.2,8.2,D
66.0006,7.5918,8.2,8.2,D
66.084,7.5921,8.2,8.2,D
66.1674,7.5914,8.2,8.2,D
66.2508,7.59196,8.2,8.2,D
66.3342,7.59223,8.2,8.2,D
66.4176,7.59479,8.2,8.2,D
66.5004,7.59639,8.2,8.2,D
66.5838,7.5973,8.2,8.2,D
66.6672,7.59801,8.2,8.2,D
66.7506,7.59929,8.2,8.2,D
66.834,7.60031,8.2,8.2,D
66.9174,7.60048,8.2,8.2,D
67.0008,7.60117,8.2,8.2,D
67.0842,7.60181,8.2,8.2,D
67.1676,7.60266,8.2,8.2,D
67.2504,7.60289,8.2,8.2,D
67.3338,7.60311,8.2,8.2,D
67.4172,7.60399,8.2,8.2,D
67.5006,7.60483,8.2,8.2,D
67.584,7.60574,8.2,8.2,D
67.6674,7.6065,8.2,8.2,D
67.7508,7.60885,8.2,8.2,D
67.8342,7.61186,8.2,8.2,D
67.9176,7.61472,8.2,8.2,D
68.0004,7.61938,8.2,8.2,D
68.0838,7.6251,8.2,8.2,D
68.1672,7.63084,8.2,8.2,D
68.2506,7.63682,8.2,8.2,D
68.334,7.6413,8.2,8.2,D
68.4174,7.64696,8.2,8.2,D
68.5008,7.64987,8.2,8.2,D
68.5842,7.65665,8.2,8.2,D
68.6676,7.6647,8.2,8.2,D
68.7504,7.67362,8.2,8.2,D
68.8338,7.68071,8.2,8.2,D
68.9172,7.68939,8.2,8.2,D
69.0006,7.69473,8.2,8.2,D
69.084,7.69788,8.2,8.2,D
69.1674,7.70181,8.2,8.2,D
69.2508,7.70702,8.2,8.2,D
69.3342,7.71201,8.2,8.2,D
69.4176,7.71389,8.2,8.2,D
69.5004,7.71238,8.2,8.2,D
69.5838,7.71205,8.2,8.2,D
69.6672,7.71048,8.2,8.2,D
69.7506,7.70773,8.2,8.2,D
69.834,7.70502,8.2,8.2,D
69.9174,7.70182,8.2,8.2,D
70.0008,7.69931,8.2,8.2,D
70.0842,7.69763,8.2,8.2,D
70.1676,7.69436,8.2,8.2,D
70.2504,7.68946,8.2,8.2,D
70.3338,7.68468,8.2,8.2,D
70.4172,7.67892,8.2,8.2,D
70.5006,7.67255,8.2,8.2,D
70.584,7.66573,8.2,8.2,D
70.6674,7.65375,8.2,8.2,D
70.7508,7.64023,8.2,8.2,D
70.8342,7.63043,8.2,8.2,D
70.9176,7.62193,8.2,8.2,D
71.0004,7.61408,8.2,8.2,D
71.0838,7.60863,8.2,8.2,D
71.1672,7.60472,8.2,8.2,D
71.2506,7.60049,8.2,8.2,D
71.334,7.59617,8.2,8.2,D
71.4174,7.58819,8.2,8.2,D
71.5008,7.57953,8.2,8.2,D
71.5842,7.57128,8.2,8.2,D
71.6676,7.56325,8.2,8.2,D
71.7504,7.55713,8.2,8.2,D
71.8338,7.55216,8.2,8.2,D
71.9172,7.54832,8.2,8.2,D
72.0006,7.54195,8.2,8.2,D
72.084,7.53588,8.2,8.2,D
72.1674,7.52662,8.2,8.2,D
72.2508,7.51938,8.2,8.2,D
72.3342,7.51061,8.2,8.2,D
72.4176,7.50401,8.2,8.2,D
72.5004,7.49819,8.2,8.2,D
72.5838,7.49212,8.2,8.2,D
72.6672,7.48814,8.2,8.2,D
72.7506,7.48241,8.2,8.2,D
72.834,7.47854,8.2,8.2,D
72.9174,7.47338,8.2,8.2,D
73.0008,7.46788,8.2,8.2,D
73.0842,7.46382,8.2,8.2,D
73.1676,7.46061,8.2,8.2,D
73.2504,7.45726,8.2,8.2,D
73.3338,7.45378,8.2,8.2,D
73.4172,7.44901,8.2,8.2,D
73.5006,7.44655,8.2,8.2,D
73.584,7.44587,8.2,8.2,D
73.6674,7.44497,8.2,8.2,D
73.7508,7.44416,8.2,8.2,D
73.8342,7.4416,8.2,8.2,D
73.9176,7.43925,8.2,8.2,D
74.0004,7.4364,8.2,8.2,D
74.0838,7.4345,8.2,8.2,D
74.1672,7.43364,8.2,8.2,D
74.2506,7.43431,8.2,8.2,D
74.334,7.43342,8.2,8.2,D
74.4174,7.43563,8.2,8.2,D
74.5008,7.43504,8.2,8.2,D
74.5842,7.43524,8.2,8.2,D
74.6676,7.43475,8.2,8.2,D
74.7504,7.4344,8.2,8.2,D
74.8338,7.43375,8.2,8.2,D
74.9172,7.43409,8.2,8.2,D
75.0006,7.43352,8.2,8.2,D
75.084,7.43354,8.2,8.2,D
75.1674,7.43275,8.2,8.2,D
75.2508,7.433,8.2,8.2,D
75.3342,7.43314,8.2,8.2,D
75.4176,7.433,8.2,8.2,D
75.5004,7.43258,8.2,8.2,D
75.5838,7.43218,8.2,8.2,D
75.6672,7.43125,8.2,8.2,D
75.7506,7.42992,T,,D
75.834,7.433,T,,D
75.9174,7.43068,T,,D
76.0008,7.43161,T,,D
76.0842,7.43224,T,,D
76.1676,7.43464,T,,D
76.2504,7.43597,T,,D
76.3338,7.43658,T,,D
76.4172,7.44026,T,,D
76.5006,7.44051,T,,D
76.584,7.43985,T,,D
76.6674,7.4428,T,,D
76.7508,7.4449,T,,D
76.8342,7.44796,T,,D
76.9176,7.45049,T,,D
77.0004,7.45289,T,,D
77.0838,7.45502,T,,D
77.1672,7.45447,T,,D
77.2506,7.45566,T,,D
77.334,7.45629,T,,D
77.4174,7.45711,T,,D
77.5008,7.4568,T,,D
77.5842,7.46074,T,,D
77.6676,7.46265,T,,D
77.7504,7.46512,T,,D
77.8338,7.46289,T,,D
77.9172,7.46471,T,,D
78.0006,7.46698,T,,D
78.084,7.46538,T,,D
78.1674,7.46447,T,,D
78.2508,7.46422,T,,D
78.3342,7.46353,T,,D
78.4176,7.46156,T,,D
78.5004,7.46647,T,,D
78.5838,7.46101,T,,D
78.6672,7.46445,T,,D
78.7506,7.46622,7.9,7.9,D
78.834,7.46767,7.9,7.9,D
78.9174,7.46758,7.9,7.9,D
79.0008,7.46702,7.9,7.9,D
79.0842,7.46495,7.9,7.9,D
79.1676,7.46585,7.9,7.9,D
79.2504,7.46313,7.9,7.9,D
79.3338,7.46101,7.9,7.9,D
79.4172,7.45979,7.9,7.9,D
79.5006,7.45921,7.9,7.9,D
79.584,7.45946,7.9,7.9,D
79.6674,7.45966,7.9,7.9,D
79.7508,7.45911,7.9,7.9,D
79.8342,7.46255,7.9,7.9,D
79.9176,7.46542,7.9,7.9,D
80.0004,7.4676,7.9,7.9,D
80.0838,7.46786,7.9,7.9,D
80.1672,7.46992,7.9,7.9,D
80.2506,7.46869,7.9,7.9,D
80.334,7.46871,7.9,7.9,D
80.4174,7.46959,7.9,7.9,D
80.5008,7.47246,7.9,7.9,D
80.5842,7.46984,7.9,7.9,D
80.6676,7.4702,7.9,7.9,D
80.7504,7.47039,7.9,7.9,D
80.8338,7.46712,7.9,7.9,D
80.9172,7.46623,7.9,7.9,D
81.0006,7.46343,7.9,7.9,D
81.084,7.46035,7.9,7.9,D
81.1674,7.45991,7.9,7.9,D
81.2508,7.45871,7.9,7.9,D
81.3342,7.45923,7.9,7.9,D
81.4176,7.46107,7.9,7.9,D
81.5004,7.46158,7.9,7.9,D
81.5838,7.46107,7.9,7.9,D
81.6672,7.45932,7.9,7.9,D
81.7506,7.45862,7.9,7.9,D
81.834,7.45604,7.9,7.9,D
81.9174,7.45603,7.9,7.9,D
82.0008,7.45411,7.9,7.9,D
82.0842,7.45292,7.9,7.9,D
82.1676,7.45103,7.9,7.9,D
82.2504,7.45031,7.9,7.9,D
82.3338,7.44937,7.9,7.9,D
82.4172,7.44824,7.9,7.9,D
82.5006,7.44677,7.9,7.9,D
82.584,7.44335,7.9,7.9,D
82.6674,7.44293,7.9,7.9,D
82.7508,7.44128,7.9,7.9,D
82.8342,7.43854,7.9,7.9,D
82.9176,7.43515,7.9,7.9,D
83.0004,7.43313,7.9,7.9,D
83.0838,7.43159,7.9,7.9,D
83.1672,7.42904,7.9,7.9,D
83.2506,7.42712,7.9,7.9,D
83.334,7.42622,7.9,7.9,D
83.4174,7.42571,7.9,7.9,D
83.5008,7.42529,7.9,7.9,D
83.5842,7.42414,7.9,7.9,D
83.6676,7.42265,7.9,7.9,D
83.7504,7.42209,7.9,7.9,D
83.8338,7.4214,7.9,7.9,D
83.9172,7.42078,7.9,7.9,D
84.0006,7.41992,7.9,7.9,D
84.084,7.41924,7.9,7.9,D
84.1674,7.41886,7.9,7.9,D
84.2508,7.41877,7.9,7.9,D
84.3342,7.41917,7.9,7.9,D
84.4176,7.41871,7.9,7.9,D
84.5004,7.41959,7.9,7.9,D
84.5838,7.41836,7.9,7.9,D
84.6672,7.41842,7.9,7.9,D
84.7506,7.4198,7.9,7.9,D
84.834,7.42055,7.9,7.9,D
84.9174,7.42046,7.9,7.9,D
85.0008,7.42074,7.9,7.9,D
85.0842,7.42152,7.9,7.9,D
85.1676,7.42243,7.9,7.9,D
85.2504,7.4228,7.9,7.9,D
85.3338,7.42375,7.9,7.9,D
85.4172,7.42487,7.9,7.9,D
85.5006,7.42571,7.9,7.9,D
85.584,7.42772,7.9,7.9,D
85.6674,7.42852,7.9,7.9,D
85.7508,7.429,7.9,7.9,D
85.8342,7.4321,7.9,7.9,D
85.9176,7.43441,7.9,7.9,D
86.0004,7.43491,7.9,7.9,D
86.0838,7.43554,7.9,7.9,D
86.1672,7.43782,7.9,7.9,D
86.2506,7.43932,7.9,7.9,D
86.334,7.44263,7.9,7.9,D
86.4174,7.44443,7.9,7.9,D
86.5008,7.44493,7.9,7.9,D
86.5842,7.44522,7.9,7.9,D
86.6676,7.44657,7.9,7.9,D
86.7504,7.44852,7.9,7.9,D
86.8338,7.44948,7.9,7.9,D
86.9172,7.45107,7.9,7.9,D
87.0006,7.45227,7.9,7.9,D
87.084,7.45507,7.9,7.9,D
87.1674,7.4566,7.9,7.9,D
87.2508,7.45798,7.9,7.9,D
87.3342,7.45935,7.9,7.9,D
87.4176,7.46035,7.9,7.9,D
87.5004,7.46034,7.9,7.9,D
87.5838,7.46045,7.9,7.9,D
87.6672,7.45984,7.9,7.9,D
87.7506,7.46067,7.9,7.9,D
87.834,7.46083,7.9,7.9,D
87.9174,7.46176,7.9,7.9,D
88.0008,7.46432,7.9,7.9,D
88.0842,7.46467,7.9,7.9,D
88.1676,7.46532,7.9,7.9,D
88.2504,7.46629,7.9,7.9,D
88.3338,7.46857,7.9,7.9,D
88.4172,7.47008,7.9,7.9,D
88.5006,7.47039,7.9,7.9,D
88.584,7.47204,7.9,7.9,D
88.6674,7.47057,7.9,7.9,D
88.7508,7.46957,7.9,7.9,D
88.8342,7.46876,7.9,7.9,D
88.9176,7.46759,7.9,7.9,D
89.0004,7.46539,7.9,7.9,D
89.0838,7.46432,7.9,7.9,D
89.1672,7.46245,7.9,7.9,D
89.2506,7.46046,7.9,7.9,D
89.334,7.45865,7.9,7.9,D
89.4174,7.45806,7.9,7.9,D
89.5008,7.45683,7.9,7.9,D
89.5842,7.45464,7.9,7.9,D
89.6676,7.45256,7.9,7.9,D
89.7504,7.44986,7.9,7.9,D
89.8338,7.44702,7.9,7.9,D
89.9172,7.44554,7.9,7.9,D
90.0006,7.44325,7.9,7.9,D
90.084,7.44178,7.9,7.9,D
90.1674,7.43917,7.9,7.9,D
90.2508,7.43728,7.9,7.9,D
90.3342,7.43529,7.9,7.9,D
90.4176,7.43461,7.9,7.9,D
90.5004,7.43201,7.9,7.9,D
90.5838,7.43125,7.9,7.9,D
90.6672,7.43109,7.9,7.9,D
90.7506,7.42905,7.9,7.9,D
90.834,7.42845,7.9,7.9,D
90.9174,7.42787,7.9,7.9,D
91.0008,7.42665,7.9,7.9,D
91.0842,7.42659,7.9,7.9,D
91.1676,7.42659,7.9,7.9,D
91.2504,7.42606,7.9,7.9,D
91.3338,7.4255,7.9,7.9,D
91.4172,7.42501,7.9,7.9,D
91.5006,7.42361,7.9,7.9,D
91.584,7.42261,7.9,7.9,D
91.6674,7.42152,7.9,7.9,D
91.7508,7.42081,7.9,7.9,D
91.8342,7.42129,7.9,7.9,D
91.9176,7.42179,7.9,7.9,D
92.0004,7.42229,7.9,7.9,D
92.0838,7.4224,7.9,7.9,D
92.1672,7.42121,7.9,7.9,D
92.2506,7.4228,7.9,7.9,D
92.334,7.42346,7.9,7.9,D
92.4174,7.42482,7.9,7.9,D
92.5008,7.42499,7.9,7.9,D
92.5842,7.42513,7.9,7.9,D
92.6676,7.42491,7.9,7.9,D
92.7504,7.4246,7.9,7.9,D
92.8338,7.42478,7.9,7.9,D
92.9172,7.42402,7.9,7.9,D
93.0006,7.42384,7.9,7.9,D
93.084,7.42329,7.9,7.9,D
93.1674,7.42318,7.9,7.9,D
93.2508,7.4227,7.9,7.9,D
93.3342,7.42208,7.9,7.9,D
93.4176,7.42175,7.9,7.9,D
93.5004,7.42115,7.9,7.9,D
93.5838,7.42185,7.9,7.9,D
93.6672,7.42251,7.9,7.9,D
93.7506,7.42249,7.9,7.9,D
93.834,7.42237,7.9,7.9,D
93.9174,7.42311,7.9,7.9,D
94.0008,7.4236,7.9,7.9,D
94.0842,7.42285,7.9,7.9,D
94.1676,7.42707,7.9,7.9,D
94.2504,7.42468,7.9,7.9,D
94.3338,7.4251,7.9,7.9,D
94.4172,7.42487,7.9,7.9,D
94.5006,7.42481,7.9,7.9,D
94.584,7.42526,7.9,7.9,D
94.6674,7.42428,7.9,7.9,D
94.7508,7.42303,7.9,7.9,D
94.8342,7.42196,7.9,7.9,D
94.9176,7.42053,7.9,7.9,D
95.0004,7.42013,7.9,7.9,D
95.0838,7.41958,7.9,7.9,D
95.1672,7.41898,7.9,7.9,D
95.2506,7.41942,7.9,7.9,D
95.334,7.41972,7.9,7.9,D
95.4174,7.42055,7.9,7.9,D
95.5008,7.41997,7.9,7.9,D
95.5842,7.41989,7.9,7.9,D
95.6676,7.4202,7.9,7.9,D
95.7504,7.42123,7.9,7.9,D
95.8338,7.42096,7.9,7.9,D
95.9172,7.42153,7.9,7.9,D
96.0006,7.42195,7.9,7.9,D
96.084,7.42203,7.9,7.9,D
96.1674,7.4224,7.9,7.9,D
96.2508,7.42214,7.9,7.9,D
96.3342,7.42147,7.9,7.9,D
96.4176,7.42174,7.9,7.9,D
96.5004,7.42146,7.9,7.9,D
96.5838,7.42158,7.9,7.9,D
96.6672,7.42121,7.9,7.9,D
96.7506,7.42192,7.9,7.9,D
96.834,7.4229,7.9,7.9,D
96.9174,7.42294,7.9,7.9,D
97.0008,7.42358,7.9,7.9,D
97.0842,7.42492,7.9,7.9,D
97.1676,7.4268,7.9,7.9,D
97.2504,7.42721,7.9,7.9,D
97.3338,7.42894,7.9,7.9,D
97.4172,7.4297,7.9,7.9,D
97.5006,7.43209,7.9,7.9,D
97.584,7.43337,7.9,7.9,D
97.6674,7.43501,7.9,7.9,D
97.7508,7.43896,7.9,7.9,D
97.8342,7.43913,7.9,7.9,D
97.9176,7.44094,7.9,7.9,D
98.0004,7.43928,7.9,7.9,D
98.0838,7.43871,7.9,7.9,D
98.1672,7.43827,7.9,7.9,D
98.2506,7.4381,7.9,7.9,D
98.334,7.43741,7.9,7.9,D
98.4174,7.43726,7.9,7.9,D
98.5008,7.43815,7.9,7.9,D
98.5842,7.43606,7.9,7.9,D
98.6676,7.43874,7.9,7.9,D
98.7504,7.43701,7.9,7.9,D
98.8338,7.43623,7.9,7.9,D
98.9172,7.43406,7.9,7.9,D
99.0006,7.43121,7.9,7.9,D
99.084,7.42973,7.9,7.9,D
99.1674,7.429,7.9,7.9,D
99.2508,7.42787,7.9,7.9,D
99.3342,7.42773,7.9,7.9,D
99.4176,7.42733,7.9,7.9,D
99.5004,7.42706,7.9,7.9,D
99.5838,7.42711,7.9,7.9,D
99.6672,7.42614,7.9,7.9,D
99.7506,7.42585,7.9,7.9,D
99.834,7.42628,7.9,7.9,D
99.9174,7.4255,7.9,7.9,D
100.0008,7.42465,7.9,7.9,D
100.0842,7.42391,7.9,7.9,D
100.1676,7.42292,7.9,7.9,D
100.2504,7.42206,7.9,7.9,D
100.3338,7.42102,7.9,7.9,D
100.4172,7.42087,7.9,7.9,D
100.5006,7.41982,7.9,7.9,D
100.584,7.41988,7.9,7.9,D
100.6674,7.41983,7.9,7.9,D
100.7508,7.42046,7.9,7.9,D
100.8342,7.42015,7.9,7.9,D
100.9176,7.42049,7.9,7.9,D
101.0004,7.42127,7.9,7.9,D
101.0838,7.42209,7.9,7.9,D
101.1672,7.42277,7.9,7.9,D
101.2506,7.42383,7.9,7.9,D
101.334,7.42457,7.9,7.9,D
101.4174,7.42569,7.9,7.9,D
101.5008,7.42572,7.9,7.9,D
101.5842,7.42669,7.9,7.9,D
101.6676,7.427,7.9,7.9,D
101.7504,7.42683,7.9,7.9,D
101.8338,7.42818,7.9,7.9,D
101.9172,7.42754,7.9,7.9,D
102.0006,7.42752,7.9,7.9,D
102.084,7.4284,7.9,7.9,D
102.1674,7.42872,7.9,7.9,D
102.2508,7.42912,7.9,7.9,D
102.3342,7.42949,7.9,7.9,D
102.4176,7.43097,7.9,7.9,D
102.5004,7.42992,7.9,7.9,D
102.5838,7.42953,7.9,7.9,D
102.6672,7.42953,7.9,7.9,D
102.7506,7.42784,7.9,7.9,D
102.834,7.42836,7.9,7.9,D
102.9174,7.42825,7.9,7.9,D
103.0008,7.42898,7.9,7.9,D
103.0842,7.42926,7.9,7.9,D
103.1676,7.42958,7.9,7.9,D
103.2504,7.42858,7.9,7.9,D
103.3338,7.42845,7.9,7.9,D
103.4172,7.42789,7.9,7.9,D
103.5006,7.42684,7.9,7.9,D
103.584,7.42652,7.9,7.9,D
103.6674,7.42517,7.9,7.9,D
103.7508,7.42437,7.9,7.9,D
103.8342,7.42349,7.9,7.9,D
103.9176,7.42296,7.9,7.9,D
104.0004,7.42175,7.9,7.9,D
104.0838,7.42152,7.9,7.9,D
104.1672,7.42014,7.9,7.9,D
104.2506,7.41982,7.9,7.9,D
104.334,7.41794,7.9,7.9,D
104.4174,7.4188,7.9,7.9,D
104.5008,7.41751,7.9,7.9,D
104.5842,7.4167,7.9,7.9,D
104.6676,7.41552,7.9,7.9,D
104.7504,7.41491,7.9,7.9,D
104.8338,7.41389,7.9,7.9,D
104.9172,7.41249,7.9,7.9,D
105.0006,7.41129,7.9,7.9,D
105.084,7.41134,7.9,7.9,D
105.1674,7.41085,7.9,7.9,D
105.2508,7.41123,7.9,7.9,D
105.3342,7.41171,7.9,7.9,D
105.4176,7.41198,7.9,7.9,D
105.5004,7.41321,7.9,7.9,D
105.5838,7.41355,7.9,7.9,D
105.6672,7.4129,7.9,7.9,D
105.7506,7.4128,7.9,7.9,D
105.834,7.41194,7.9,7.9,D
105.9174,7.41231,7.9,7.9,D
106.0008,7.41085,7.9,7.9,D
106.0842,7.41019,7.9,7.9,D
106.1676,7.40975,7.9,7.9,D
106.2504,7.40868,7.9,7.9,D
106.3338,7.40669,7.9,7.9,D
106.4172,7.40708,7.9,7.9,D
106.5006,7.40328,7.9,7.9,D
106.584,7.4032,7.9,7.9,D
106.6674,7.40409,7.9,7.9,D
106.7508,7.40764,7.9,7.9,D
106.8342,7.40801,7.9,7.9,D
106.9176,7.4082,7.9,7.9,D
107.0004,7.40938,7.9,7.9,D
107.0838,7.41141,7.9,7.9,D
107.1672,7.4137,7.9,7.9,D
107.2506,7.41418,7.9,7.9,D
107.334,7.4146,7.9,7.9,D
107.4174,7.41426,7.9,7.9,D
107.5008,7.41494,7.9,7.9,D
107.5842,7.41571,7.9,7.9,D
107.6676,7.41501,7.9,7.9,D
107.7504,7.41567,7.9,7.9,D
107.8338,7.41523,7.9,7.9,D
107.9172,7.41642,7.9,7.9,D
108.0006,7.41659,7.9,7.9,D
108.084,7.41723,7.9,7.9,D
108.1674,7.41844,7.9,7.9,D
108.2508,7.41856,7.9,7.9,D
108.3342,7.41968,7.9,7.9,D
108.4176,7.41866,7.9,7.9,D
108.5004,7.41837,7.9,7.9,D
108.5838,7.41849,7.9,7.9,D
108.6672,7.41826,7.9,7.9,D
108.7506,7.41658,7.9,7.9,D
108.834,7.41563,7.9,7.9,D
108.9174,7.41502,7.9,7.9,D
109.0008,7.41525,7.9,7.9,D
109.0842,7.41439,7.9,7.9,D
109.1676,7.41328,7.9,7.9,D
109.2504,7.41443,7.9,7.9,D
109.3338,7.41408,7.9,7.9,D
109.4172,7.41427,7.9,7.9,D
109.5006,7.41659,7.9,7.9,D
109.584,7.41674,7.9,7.9,D
109.6674,7.41686,7.9,7.9,D
109.7508,7.41682,7.9,7.9,D
109.8342,7.41531,7.9,7.9,D
109.9176,7.41698,7.9,7.9,D
110.0004,7.41648,7.9,7.9,D
110.0838,7.41635,7.9,7.9,D
110.1672,7.41738,7.9,7.9,D
110.2506,7.41657,7.9,7.9,D
110.334,7.41742,7.9,7.9,D
110.4174,7.41767,7.9,7.9,D
110.5008,7.41745,7.9,7.9,D
110.5842,7.41973,7.9,7.9,D
110.6676,7.41902,7.9,7.9,D
110.7504,7.42003,7.9,7.9,D
110.8338,7.42036,7.9,7.9,D
110.9172,7.42012,7.9,7.9,D
111.0006,7.42092,7.9,7.9,D
111.084,7.42121,7.9,7.9,D
111.1674,7.42145,7.9,7.9,D
111.2508,7.42144,7.9,7.9,D
111.3342,7.42127,7.9,7.9,D
111.4176,7.4214,7.9,7.9,D
111.5004,7.42128,7.9,7.9,D
111.5838,7.42177,7.9,7.9,D
111.6672,7.42304,7.9,7.9,D
111.7506,7.42491,7.9,7.9,D
111.834,7.42466,7.9,7.9,D
111.9174,7.42565,7.9,7.9,D
112.0008,7.42722,7.9,7.9,D
112.0842,7.42711,7.9,7.9,D
112.1676,7.42839,7.9,7.9,D
112.2504,7.42972,7.9,7.9,D
112.3338,7.43104,7.9,7.9,D
112.4172,7.43293,7.9,7.9,D
112.5006,7.43426,7.9,7.9,D
112.584,7.43506,7.9,7.9,D
112.6674,7.43641,7.9,7.9,D
112.7508,7.43717,7.9,7.9,D
112.8342,7.43775,7.9,7.9,D
112.9176,7.43876,7.9,7.9,D
113.0004,7.43917,7.9,7.9,D
113.0838,7.44036,7.9,7.9,D
113.1672,7.441,7.9,7.9,D
113.2506,7.44449,7.9,7.9,D
113.334,7.44655,7.9,7.9,D
113.4174,7.44803,7.9,7.9,D
113.5008,7.44967,7.9,7.9,D
113.5842,7.45341,7.9,7.9,D
113.6676,7.45463,7.9,7.9,D
113.7504,7.45804,7.9,7.9,D
113.8338,7.46098,7.9,7.9,D
113.9172,7.46212,7.9,7.9,D
114.0006,7.46815,7.9,7.9,D
114.084,7.47156,7.9,7.9,D
114.1674,7.4747,7.9,7.9,D
114.2508,7.47668,7.9,7.9,D
114.3342,7.47936,7.9,7.9,D
114.4176,7.48,7.9,7.9,D
114.5004,7.48065,7.9,7.9,D
114.5838,7.48102,7.9,7.9,D
114.6672,7.48059,7.9,7.9,D
114.7506,7.48138,7.9,7.9,D
114.834,7.4806,7.9,7.9,D
114.9174,7.4779,7.9,7.9,D
115.0008,7.47686,7.9,7.9,D
115.0842,7.47567,7.9,7.9,D
115.1676,7.47536,7.9,7.9,D
115.2504,7.47431,7.9,7.9,D
115.3338,7.47241,7.9,7.9,D
115.4172,7.47127,7.9,7.9,D
115.5006,7.4703,7.9,7.9,D
115.584,7.46638,7.9,7.9,D
115.6674,7.46574,7.9,7.9,D
115.7508,7.46286,7.9,7.9,D
115.8342,7.46318,7.9,7.9,D
115.9176,7.46173,7.9,7.9,D
116.0004,7.46092,7.9,7.9,D
116.0838,7.45802,7.9,7.9,D
116.1672,7.45749,7.9,7.9,D
116.2506,7.45659,7.9,7.9,D
116.334,7.45597,7.9,7.9,D
116.4174,7.45463,7.9,7.9,D
116.5008,7.45295,7.9,7.9,D
116.5842,7.45153,7.9,7.9,D
116.6676,7.45199,7.9,7.9,D
116.7504,7.45135,7.9,7.9,D
116.8338,7.45021,7.9,7.9,D
116.9172,7.45099,7.9,7.9,D
117.0006,7.44848,7.9,7.9,D
117.084,7.4484,7.9,7.9,D
117.1674,7.44791,7.9,7.9,D
117.2508,7.4485,7.9,7.9,D
117.3342,7.44871,7.9,7.9,D
117.4176,7.45091,7.9,7.9,D
117.5004,7.45336,7.9,7.9,D
117.5838,7.45316,7.9,7.9,D
117.6672,7.45628,7.9,7.9,D
117.7506,7.45719,7.9,7.9,D
117.834,7.45579,7.9,7.9,D
117.9174,7.45676,7.9,7.9,D
118.0008,7.45693,7.9,7.9,D
